ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC,VG_avg,VG_max,VG_sum,CompilationUnit,bug
2,4.733333333,11,71,8.066666667,22,121,1.933333333,4,29,1.5,3,3,0,2.5,3,5,1,0,0,0,5,10,10,1.533333333,3,23,191,3.333333333,12,50,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
1,3,12,27,5.555555556,20,50,1.777777778,6,16,2,2,2,0,9,9,9,1,1,1,1,0,0,0,0.555555556,2,5,94,1.666666667,5,15,1,0
3,2.787878788,16,92,7.181818182,44,237,1.848484848,5,61,7.5,15,15,0,15,29,30,1,0,0,0,1.5,3,3,1.212121212,4,40,336,2.636363636,9,87,1,0
0,5.25,11,21,7.5,16,30,1.75,3,7,2,2,2,0,4,4,4,1,0,0,0,0,0,0,0,0,0,49,2,4,8,1,0
3,10.15384615,32,396,14.84615385,44,579,2.461538462,6,96,13,13,13,0,37,37,37,1,8,8,8,2,2,2,0.923076923,3,36,748,3.794871795,11,148,1,0
4,5,34,115,10.13043478,63,233,1.869565217,8,43,7,11,14,0,11.5,15,23,1,2,4,4,0,0,0,0.608695652,3,14,332,2.173913043,9,50,1,0
1,7.285714286,34,51,11.85714286,50,83,2.285714286,6,16,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.142857143,1,1,120,3.285714286,12,23,1,0
5,8.058823529,64,274,10.85294118,60,369,1.823529412,5,62,5.5,11,11,0,16.5,30,33,1,4,8,8,0.5,1,1,0.705882353,3,24,511,2.441176471,9,83,1,0
1,7.461538462,35,97,11,40,143,2.461538462,7,32,2.5,5,5,0,5,8,10,1,0.5,1,1,1.5,3,3,0.923076923,2,12,215,3.230769231,8,42,1,0
0,1.25,2,5,1.75,5,7,1.25,2,5,0,0,0,0,1,1,1,1,2,2,2,3,3,3,1.25,2,5,23,1.25,2,5,1,0
0,0,0,0,0.5,2,4,0,0,0,0,0,0,1,8,8,8,0,3,3,3,0,0,0,2,5,16,14,0,0,0,1,0
0,2,2,4,1,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,2,10,1,1,2,1,0
0,1.458333333,7,35,3.041666667,10,73,1,1,24,0,0,0,0,1,1,1,1,20,20,20,23,23,23,0.958333333,5,23,120,1.166666667,3,28,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.75,27,47,0,0.5,2,2,0,0,0,0.659574468,7,31,60,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
0,0.818181818,1,9,1.272727273,4,14,1.090909091,2,12,1,1,1,0,11,11,11,1,0,0,0,0,0,0,0.181818182,1,2,43,1.090909091,2,12,1,0
0,1.166666667,2,35,1.433333333,5,43,1,1,30,1,1,1,0,30,30,30,1,0,0,0,0,0,0,1.033333333,7,31,110,1.133333333,2,34,1,0
0,0.928571429,2,13,1.142857143,3,16,1,1,14,1,1,1,0,14,14,14,1,0,0,0,0,0,0,0.214285714,1,3,52,1.071428571,2,15,1,0
0,0.714285714,1,5,1.285714286,3,9,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.428571429,1,3,29,1.142857143,2,8,1,0
0,4.666666667,11,28,5.833333333,13,35,1.666666667,2,10,2,2,2,0,5,5,5,1,1,1,1,1,1,1,0.666666667,1,4,59,1.666666667,3,10,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62,62,62,0,0,0,0,0,0,65,0,0,0,1,0
0,4.583333333,13,55,6.25,20,75,1.583333333,3,19,4,4,4,0,12,12,12,1,0,0,0,0,0,0,1.166666667,3,14,110,3,7,36,1,0
0,11.2,70,392,14.14285714,110,495,1.828571429,4,64,7,7,7,0,33,33,33,1,16,16,16,2,2,2,1.457142857,4,51,600,4.942857143,33,173,1,0
0,9.083333333,31,109,13.41666667,33,161,2.083333333,4,25,3,3,3,0,11,11,11,1,0,0,0,1,1,1,1.583333333,3,19,201,4.583333333,12,55,1,0
0,6.739726027,67,492,10.57534247,93,772,1.726027397,6,126,4.4,6,22,0,14.6,34,73,1,0.2,1,1,0,0,0,0.808219178,5,59,957,4.219178082,33,308,1,0
0,2,4,4,1,2,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,1,2,15,1,1,2,1,1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,8,1,1,1,1,0
0,3.75,10,15,8,12,32,2,3,8,0,0,0,0,0,0,0,1,3,3,3,4,4,4,0.75,1,3,64,3.5,6,14,1,0
0,2.6,9,13,4,13,20,1.6,3,8,0,0,0,0,0,0,0,1,1,1,1,5,5,5,1.4,3,7,41,1.8,4,9,1,0
0,0,0,0,1,1,7,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.142857143,1,1,26,1,1,7,1,0
0,3.166666667,10,19,6.5,25,39,1.333333333,3,8,2,2,2,0,4,4,4,1,0,0,0,2,2,2,0.833333333,1,5,62,2.5,7,15,1,0
0,2.325,17,93,4.275,30,171,1.325,3,53,7,7,7,0,38,38,38,1,3,3,3,2,2,2,0.4,2,16,277,1.9,8,76,1,0
0,3.2,12,48,3.533333333,13,53,1,1,15,1,1,1,0,11,11,11,1,0,0,0,4,4,4,0.333333333,1,5,92,2.666666667,9,40,1,0
0,3.1875,13,51,4.125,16,66,1.4375,4,23,1,2,2,0,8,15,16,1,0,0,0,0,0,0,1.3125,3,21,110,2.25,7,36,1,1
0,0.875,2,7,3.75,11,30,1.125,2,9,0,0,0,0,0,0,0,1,2,2,2,8,8,8,2,3,16,54,2.125,4,17,1,0
0,0.615384615,2,8,2,7,26,1,1,13,4,4,4,0,13,13,13,1,0,0,0,0,0,0,0.384615385,1,5,59,1.461538462,5,19,1,0
0,0.25,1,1,1.25,2,5,1,1,4,1,1,1,0,4,4,4,1,0,0,0,0,0,0,0.5,1,2,17,1,1,4,1,0
0,0.5,1,6,1.666666667,4,20,1,1,12,4,4,4,0,12,12,12,1,0,0,0,0,0,0,0.416666667,1,5,51,1.166666667,3,14,1,0
0,0.454545455,1,5,1.454545455,2,16,1,1,11,4,4,4,0,11,11,11,1,0,0,0,0,0,0,0.454545455,1,5,45,1,1,11,1,0
0,0.230769231,3,3,1.230769231,3,16,1,1,13,1,1,1,0,13,13,13,1,0,0,0,0,0,0,0.153846154,1,2,49,1.153846154,3,15,1,0
0,0.888888889,5,8,2.666666667,13,24,1.222222222,3,11,5,5,5,0,9,9,9,1,2,2,2,0,0,0,0.333333333,1,3,54,1.555555556,5,14,1,0
0,0.375,1,3,1.25,2,10,1,1,8,3,3,3,0,8,8,8,1,0,0,0,0,0,0,0.375,1,3,32,1,1,8,1,0
0,0.75,2,6,1.5,3,12,1,1,8,3,3,3,0,8,8,8,1,5,5,5,0,0,0,0.375,1,3,41,1.375,4,11,1,0
0,0.666666667,4,16,2,13,48,0.958333333,1,23,10,10,10,0,24,24,24,1,0,0,0,0,0,0,0.458333333,1,11,109,1.333333333,9,32,1,0
0,0.666666667,2,6,1.222222222,2,11,1,1,9,2,2,2,0,9,9,9,1,1,1,1,0,0,0,0.333333333,1,3,36,1.111111111,2,10,1,0
0,0.666666667,3,10,1.8,6,27,1.066666667,2,16,6,6,6,0,15,15,15,1,5,5,5,0,0,0,0.466666667,1,7,72,1.266666667,4,19,1,0
0,1.727272727,4,38,2.409090909,11,53,1.045454545,2,23,4,4,4,0,21,21,21,1,0,0,0,1,1,1,0.909090909,2,20,112,1.409090909,6,31,1,0
0,0.5,1,1,1.5,2,3,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,11,1,1,2,1,0
0,5.294117647,34,90,9.294117647,60,158,1.588235294,4,27,4,5,8,0,8.5,11,17,1,0,0,0,0,0,0,0.529411765,2,9,221,2.941176471,17,50,1,0
0,3.125,8,25,6,19,48,2,4,16,1,1,1,0,8,8,8,1,0,0,0,0,0,0,0.875,2,7,76,2,4,16,1,0
0,0.666666667,1,2,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,13,1,1,3,1,0
0,2.411764706,8,41,3.941176471,14,67,1.352941176,3,23,1,1,1,0,3,3,3,1,9,9,9,14,14,14,0.882352941,3,15,126,1.647058824,5,28,1,0
0,1.333333333,2,4,1.666666667,2,5,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,15,1,1,3,1,0
0,0.666666667,1,2,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,13,1,1,3,1,0
0,3.714285714,17,52,3.5,16,49,1.071428571,2,15,0,0,0,0,0,0,0,1,26,26,26,14,14,14,1.071428571,2,15,132,1.285714286,3,18,1,1
0,0,0,0,1,1,5,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,21,1,1,5,1,0
0,7,30,42,10.16666667,51,61,1.833333333,6,11,0,0,0,0,0,0,0,1,1,1,1,6,6,6,2.5,6,15,87,3.666666667,15,22,1,0
0,7.736842105,60,147,11.21052632,65,213,2,4,38,1.5,2,3,0,9.5,17,19,1,2,4,4,0,0,0,1.368421053,5,26,285,3.210526316,12,61,1,0
0,5.833333333,29,105,11.27777778,66,203,2.166666667,4,39,0.666666667,1,2,0,5.333333333,11,16,1,1.333333333,4,4,0.666666667,2,2,1.5,5,27,276,3,6,54,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,4.5,5,9,8,0,0,0,1,0
0,9.026315789,34,343,13.23684211,41,503,2.473684211,6,94,1.666666667,3,5,0,12,31,36,1,1.333333333,4,4,0.666666667,2,2,2.210526316,5,84,629,4.263157895,11,162,1,0
0,1.294117647,5,22,2.588235294,9,44,1.176470588,2,20,2,4,4,0,8.5,16,17,1,0,0,0,0,0,0,1.294117647,4,22,96,1.588235294,3,27,1,0
0,3.833333333,11,46,6.083333333,17,73,1.666666667,4,20,7,7,7,0,12,12,12,1,0,0,0,0,0,0,1.25,4,15,116,2.166666667,5,26,1,0
0,0.5,2,2,1.25,3,5,1,1,4,1,1,1,0,4,4,4,1,1,1,1,0,0,0,0.75,1,3,20,1,1,4,1,0
0,14.20689655,103,412,26.4137931,205,766,2.482758621,9,72,0,0,0,0,27,27,27,1,17,17,17,2,2,2,2.310344828,5,67,937,6.413793103,49,186,1,2
0,5.8,22,58,11.9,52,119,2.2,4,22,0.5,1,1,0,4,6,8,1,1,2,2,1,2,2,1.8,5,18,162,2.8,6,28,1,0
0,3.75,9,15,6.5,14,26,2.25,3,9,0,0,0,0,0,0,0,1,1,1,1,4,4,4,1.75,3,7,46,3,6,12,1,0
0,12.8,26,64,38.4,94,192,2.8,4,14,0,0,0,0,0,0,0,1,15,15,15,5,5,5,0.6,2,3,225,11,28,55,1,0
0,4.333333333,6,13,7,10,21,1,1,3,0,0,0,0,0,0,0,1,0,0,0,3,3,3,0.333333333,1,1,34,2.333333333,3,7,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.75,27,47,0,0.5,2,2,0,0,0,0.659574468,7,31,60,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,7,0,0,0,1,0
0,0,0,0,1.6,4,8,1,1,5,4,4,4,0,5,5,5,1,0,0,0,0,0,0,0.8,4,4,26,1,1,5,1,0
0,4.4,17,22,14,42,70,2.8,5,14,4,4,4,0,5,5,5,1,0,0,0,0,0,0,0.8,2,4,91,4,9,20,1,0
0,1.9,18,38,3.1,20,62,1.2,3,24,7,7,7,0,20,20,20,1,0,0,0,0,0,0,0.65,2,13,117,1.8,7,36,1,0
1,7.5,32,165,12.59090909,53,277,2.090909091,4,46,6,6,6,0,18,18,18,1,12,12,12,4,4,4,0.590909091,2,13,354,4.090909091,14,90,1,0
0,14.125,25,113,27.125,63,217,3.125,4,25,5,5,5,0,8,8,8,1,1,1,1,0,0,0,1.5,4,12,259,8.125,17,65,1,0
0,3.032258065,34,94,4.741935484,34,147,1.258064516,3,39,15,15,15,0,31,31,31,1,0,0,0,0,0,0,0.64516129,7,20,241,2.774193548,20,86,1,0
0,10,28,40,14.5,26,58,2.5,3,10,3,3,3,0,4,4,4,1,1,1,1,0,0,0,1.5,4,6,79,4.25,7,17,1,0
0,6.571428571,18,46,9.142857143,19,64,1.857142857,3,13,5,5,5,0,7,7,7,1,1,1,1,0,0,0,1.857142857,4,13,96,3.428571429,6,24,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,0,0,0,0,44,0,0,0,1,0
0,1.6,3,8,3.4,11,17,1.2,2,6,0,0,0,0,0,0,0,1,2,2,2,5,5,5,2,3,10,34,1.8,4,9,1,0
1,6.392857143,72,358,10.92857143,84,612,2.035714286,7,114,9,9,9,0,49,49,49,1,17,17,17,7,7,7,0.875,7,49,766,3.642857143,22,204,1,1
0,1,1,2,4.5,8,9,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,19,2,3,4,1,0
0,1.461538462,7,19,2.538461538,14,33,1.153846154,3,15,5,5,5,0,13,13,13,1,0,0,0,0,0,0,0.461538462,1,6,67,1.461538462,5,19,1,0
0,3.666666667,7,22,7.666666667,12,46,2,4,12,1,2,2,0,3,5,6,1,0.5,1,1,0,0,0,1.5,4,9,71,2.5,3,15,1,0
0,3.5,6,7,6,11,12,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,22,2.5,4,5,1,0
1,5.466666667,28,246,8.822222222,57,397,1.622222222,4,73,12,12,12,0,45,45,45,1,2,2,2,0,0,0,0.422222222,2,19,513,3.377777778,15,152,1,0
0,0,0,0,2.6,7,13,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.6,2,3,30,1.8,4,9,1,0
0,7.333333333,12,88,10.16666667,21,122,1.75,3,21,0,0,0,0,0,0,0,1,3,3,3,12,12,12,1.583333333,4,19,157,4.75,9,57,1,0
0,3.1,17,31,8,19,80,1.6,3,16,6,6,6,0,10,10,10,1,7,7,7,0,0,0,1,2,10,117,3.9,11,39,1,0
0,0.941176471,14,16,2.529411765,21,43,1.117647059,2,19,13,13,13,0,16,16,16,1,3,3,3,1,1,1,0.235294118,3,4,99,1.117647059,2,19,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,8,0,0,0,1,0
0,8,19,72,21.44444444,66,193,2.444444444,4,22,9,9,9,0,9,9,9,1,5,5,5,0,0,0,1.666666667,5,15,235,7,15,63,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,0,0,0,0,0,0,9,0,0,0,1,0
2,4.272727273,15,47,7.818181818,26,86,1.818181818,5,20,3,3,3,0,11,11,11,1,0,0,0,0,0,0,0.636363636,2,7,125,2.727272727,8,30,1,0
0,1.857142857,4,13,4,12,28,1,1,7,0,0,0,0,1,1,1,1,2,2,2,6,6,6,0.285714286,1,2,35,1,1,7,1,0
2,5.764705882,14,98,10.29411765,23,175,1.764705882,3,30,1.666666667,3,5,0,5,6,15,1,1.333333333,4,4,0.666666667,2,2,1,4,17,278,3.529411765,8,60,1,0
3,4.260869565,25,196,9.543478261,53,439,2.195652174,5,101,2,3,8,0,11.5,34,46,1,0.5,2,2,0,0,0,1.326086957,4,61,593,3.152173913,13,145,1,0
0,1,4,32,3.15625,11,101,1.46875,2,47,4,4,4,0,32,32,32,1,0,0,0,0,0,0,1.1875,4,38,177,1.53125,3,49,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0,0,0,0,0,0,12,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0,0,0,0,0,0,12,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,0,0,0,0,0,0,13,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0.333333333,1,1,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,5,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,2,3,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,9,0,0,0,1,0
0,2.130434783,9,49,6.347826087,25,146,2.130434783,5,49,2,4,4,0,11.5,22,23,1,0.5,1,1,0,0,0,1.47826087,4,34,225,2.434782609,7,56,1,0
0,5.285714286,37,74,9.642857143,62,135,1.571428571,4,22,1,1,1,0,14,14,14,1,0,0,0,0,0,0,0.5,1,7,184,3,18,42,1,0
0,5.8,16,29,6.4,12,32,1.4,2,7,4,4,4,0,5,5,5,1,0,0,0,0,0,0,0.6,1,3,59,1.6,3,8,1,0
0,0.75,2,3,3.75,9,15,1.5,2,6,0,0,0,0,1,1,1,1,2,2,2,3,3,3,0.75,2,3,31,1.75,3,7,1,0
0,1,2,2,1,2,2,1,1,2,0,0,0,0,1,1,1,1,29,29,29,1,1,1,0.5,1,1,40,1,1,2,1,0
0,4.4,12,22,5.2,16,26,1.4,2,7,0,0,0,0,4,4,4,1,1,1,1,1,1,1,0.6,1,3,58,2,5,10,1,0
