ACD,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOF_avg,NOF_max,NOF_sum,NOI,NOM_avg,NOM_max,NOM_sum,NOT,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC,VG_avg,VG_max,VG_sum,CompilationUnit,bug
2,3.791666667,21,91,7.416666667,48,178,1.583333333,5,38,2,2,2,0,13,13,13,1,6,6,6,11,11,11,0.708333333,3,17,285,2.833333333,13,68,1,0
11,5.648148148,56,305,8.111111111,75,438,1.37037037,4,74,3.8,16,19,0,9.4,25,47,1,0.8,4,4,1.4,7,7,0.722222222,3,39,645,2.018518519,9,109,1,0
2,3.545454545,9,39,6.090909091,12,67,1.272727273,2,14,4,4,4,0,11,11,11,1,2,2,2,0,0,0,1.727272727,7,19,110,1.727272727,4,19,1,0
0,3.166666667,17,19,3.833333333,18,23,1,3,6,2,2,2,0,6,6,6,1,0,0,0,0,0,0,0.833333333,2,5,47,1.166666667,4,7,1,0
0,2.75,6,11,4,7,16,1.75,3,7,1,1,1,0,4,4,4,1,0,0,0,0,0,0,1.5,3,6,35,1.75,3,7,1,1
0,2.5,6,15,5.5,18,33,1.5,3,9,2,2,2,0,6,6,6,1,0,0,0,0,0,0,1.5,3,9,59,2.666666667,7,16,1,0
0,3.6,5,18,7.2,10,36,1.6,2,8,3,3,3,0,5,5,5,1,4,4,4,0,0,0,1,4,5,59,3,4,15,1,0
8,4.28,34,107,10.52,80,263,2.04,3,51,5.333333333,15,16,0,8.333333333,22,25,1,0,0,0,0,0,0,1.04,5,26,349,3,18,75,1,0
0,1.5,2,3,3.5,6,7,1,1,2,4,4,4,0,2,2,2,1,0,0,0,0,0,0,2,4,4,20,1,1,2,1,0
0,3.5,4,7,10.5,16,21,2,2,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,3,4,6,34,4,6,8,1,0
1,4.384615385,19,57,6.615384615,23,86,1.461538462,3,19,2,2,4,0,6.5,7,13,1,0,0,0,0,0,0,1.307692308,5,17,146,2.153846154,6,28,1,0
0,0.444444444,2,4,1.111111111,2,10,1,1,9,4,4,4,0,9,9,9,1,0,0,0,0,0,0,0.555555556,2,5,35,1,1,9,1,0
14,5.492063492,22,346,8.095238095,35,510,1.666666667,4,105,7,28,28,0,15.5,56,62,1,0.25,1,1,0.25,1,1,0.793650794,5,50,732,2.126984127,13,134,1,3
4,3.333333333,13,60,5.944444444,24,107,1.555555556,4,28,12,12,12,0,18,18,18,1,0,0,0,0,0,0,0.833333333,3,15,187,1.611111111,4,29,1,0
0,5,10,25,6,11,30,1.8,3,9,0,0,0,0,3,3,3,1,1,1,1,2,2,2,4.2,5,21,53,2.4,4,12,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,5,0,0,0,1,0
0,0.142857143,1,3,1.380952381,3,29,1,1,21,2,2,2,0,18,18,18,1,0,0,0,3,3,3,0.428571429,2,9,79,1,1,21,1,0
0,14.66666667,80,132,22.11111111,118,199,2.777777778,7,25,1.5,3,3,0,0.5,1,1,1,0,0,0,4,8,8,2.777777778,6,25,241,6.777777778,32,61,1,0
0,1.555555556,4,14,6,18,54,1.666666667,2,15,0,0,0,0,0,0,0,1,0,0,0,9,9,9,2.888888889,7,26,82,2.111111111,5,19,1,0
0,1.6,4,8,1.6,4,8,1,1,5,1,1,1,0,5,5,5,1,0,0,0,0,0,0,1,1,5,26,1,1,5,1,0
0,6.666666667,21,60,9.111111111,23,82,1.777777778,3,16,0,0,0,0,1,1,1,1,0,0,0,8,8,8,1.333333333,2,12,118,3,9,27,1,0
0,1,1,2,5.5,10,11,2,3,4,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2.5,3,5,23,2.5,4,5,1,1
0,5.166666667,11,31,5.5,13,33,1.166666667,2,7,0,0,0,0,1,1,1,1,0,0,0,5,5,5,0.666666667,1,4,62,2.666666667,7,16,1,0
1,4.133333333,11,62,7.266666667,22,109,1.8,4,27,2,4,4,0,3.5,5,7,1,0,0,0,4,8,8,1.733333333,5,26,177,3.266666667,12,49,1,2
1,2.444444444,7,22,4.777777778,17,43,1.555555556,6,14,2,2,2,0,9,9,9,1,1,1,1,0,0,0,0.555555556,2,5,83,1.444444444,4,13,1,0
3,2.8125,16,90,7.25,44,232,1.84375,5,59,7,14,14,0,14.5,28,29,1,0,0,0,1.5,3,3,1.21875,4,39,328,2.625,9,84,1,1
0,5.25,11,21,7.5,16,30,1.75,3,7,2,2,2,0,4,4,4,1,0,0,0,0,0,0,0,0,0,49,2,4,8,1,0
3,9.780487805,31,401,14.17073171,43,581,2.341463415,6,96,14,14,14,0,40,40,40,1,9,9,9,1,1,1,0.853658537,3,35,741,3.658536585,11,150,1,3
4,5.304347826,34,122,10.56521739,63,243,1.826086957,8,42,5.5,8,11,0,11.5,15,23,1,2,4,4,0,0,0,0.652173913,3,15,339,2.130434783,9,49,1,1
1,7.142857143,33,50,12,51,84,2.285714286,6,16,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.142857143,1,1,121,3.285714286,12,23,1,0
5,8.147058824,68,277,11.02941176,66,375,1.852941176,6,63,6,12,12,0,16.5,30,33,1,4,8,8,0.5,1,1,0.705882353,3,24,519,2.470588235,9,84,1,1
1,7.307692308,35,95,11.07692308,41,144,2.461538462,7,32,2.5,5,5,0,5,8,10,1,0.5,1,1,1.5,3,3,0.923076923,2,12,215,3.230769231,8,42,1,0
0,1.25,2,5,1.75,5,7,1.25,2,5,0,0,0,0,1,1,1,1,2,2,2,3,3,3,1.25,2,5,23,1.25,2,5,1,0
0,0,0,0,0.5,2,4,0,0,0,0,0,0,1,8,8,8,0,3,3,3,0,0,0,2,5,16,14,0,0,0,1,0
0,3.75,6,15,6.75,14,27,1.5,2,6,1,1,1,0,4,4,4,1,1,1,1,0,0,0,0.75,1,3,51,2.75,7,11,1,0
0,0,0,0,1.5,2,3,1,1,2,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0.5,1,1,14,1,1,2,1,0
0,0.5,1,1,1.5,2,3,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,1,2,2,12,1,1,2,1,0
1,3,11,30,6.8,26,68,1.7,3,17,3,3,3,0,10,10,10,1,0,0,0,0,0,0,1.4,4,14,100,2.6,9,26,1,0
0,3.166666667,9,19,7.5,19,45,1.5,2,9,1,1,1,0,5,5,5,1,5,5,5,1,1,1,1.166666667,2,7,74,3.166666667,7,19,1,0
0,1,2,3,2,5,6,1.333333333,2,4,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,2,3,20,1.333333333,2,4,1,0
8,8.266666667,48,248,10.86666667,50,326,1.666666667,5,50,7.666666667,21,23,0,9.666666667,25,29,1,2,6,6,0.333333333,1,1,0.466666667,2,14,500,2.266666667,10,68,1,0
2,4.375,18,105,8.291666667,37,199,1.458333333,4,35,10,10,10,0,24,24,24,1,0,0,0,0,0,0,0.5,2,12,285,2.291666667,12,55,1,0
0,2.5,20,30,8.083333333,50,97,1.5,3,18,2,2,2,0,12,12,12,1,9,9,9,0,0,0,0.833333333,3,10,150,3.083333333,13,37,1,0
0,7.4,12,37,8.6,15,43,1.6,2,8,0,0,0,0,5,5,5,1,0,0,0,0,0,0,1,2,5,68,2,4,10,1,0
1,4.75,10,19,8,14,32,1.75,3,7,1,1,1,0,4,4,4,1,0,0,0,0,0,0,0.5,1,2,53,2.25,4,9,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,15,0,0,0,0,0,0,19,0,0,0,1,0
0,2.4,9,24,4.8,21,48,1.4,3,14,0,0,0,0,1,1,1,1,0,0,0,9,9,9,0.9,1,9,76,2.3,8,23,1,0
0,10,23,30,9.666666667,24,29,2,4,6,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,1,2,49,2.666666667,6,8,1,0
2,13,23,26,19.5,35,39,2.5,4,5,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,58,2.5,4,5,1,0
1,7,14,21,7.666666667,18,23,2.333333333,5,7,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666667,1,2,40,1.666666667,3,5,1,0
0,5.5,6,11,5,6,10,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,21,1.5,2,3,1,0
1,1.875,4,30,2.8125,9,45,1.125,2,18,1,1,1,0,16,16,16,1,3,3,3,0,0,0,0.8125,2,13,102,1.375,3,22,1,0
1,1.25,4,15,2.666666667,14,32,1.166666667,3,14,2,2,2,0,12,12,12,1,0,0,0,0,0,0,0.583333333,1,7,70,1.333333333,2,16,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
0,5,12,25,4.4,8,22,1.4,3,7,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,38,1.6,4,8,1,0
0,5,12,25,4.4,8,22,1.4,3,7,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,38,1.6,4,8,1,0
0,0,0,0,0.888888889,1,8,1,1,9,4,4,4,0,9,9,9,1,0,0,0,0,0,0,0.444444444,1,4,33,1,1,9,1,0
1,1.285714286,5,9,2.142857143,9,15,1.142857143,2,8,2,2,2,0,5,5,5,1,0,0,0,1,1,1,0.571428571,1,4,44,1.142857143,2,8,1,0
0,2.266666667,7,34,3.266666667,8,49,1.333333333,2,20,4,4,4,0,15,15,15,1,1,1,1,0,0,0,0.533333333,1,8,90,1.666666667,3,25,1,0
0,1,2,3,2,5,6,1.333333333,2,4,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,2,3,20,1.333333333,2,4,1,0
0,3.5,6,14,3.25,5,13,1.25,2,5,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0.5,1,2,25,1.25,2,5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,9,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4,4,0,0,0,2,2,2,8,0,0,0,1,0
0,2.846153846,11,37,6.384615385,29,83,1.692307692,4,22,4,4,4,0,13,13,13,1,4,4,4,0,0,0,0.846153846,2,11,127,2.307692308,7,30,1,0
1,4.3,10,43,6.3,17,63,1.8,4,18,1,1,1,0,10,10,10,1,0,0,0,0,0,0,1,2,10,90,2,4,20,1,0
0,5.2,12,26,4.8,8,24,1.6,3,8,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.6,1,3,40,1.8,4,9,1,0
0,2.5,3,5,2,3,4,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,12,1,1,2,1,0
0,9,14,45,16.8,26,84,1.8,3,9,3,3,3,0,5,5,5,1,1,1,1,0,0,0,1.8,3,9,117,5.4,12,27,1,0
0,1.875,10,15,4,21,32,1.75,5,14,1,1,1,0,5,5,5,1,2,2,2,3,3,3,0.625,3,5,60,2.125,8,17,1,0
0,11,19,22,14,24,28,1.5,2,3,0,0,0,0,2,2,2,1,3,3,3,0,0,0,1,2,2,43,1.5,2,3,1,0
1,5.333333333,10,32,10.83333333,19,65,2.166666667,4,13,6,6,6,0,6,6,6,1,0,0,0,0,0,0,0.5,1,3,94,2.5,6,15,1,0
0,4,7,8,5,8,10,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,21,2.5,4,5,1,0
0,3,3,3,3,3,3,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3,3,12,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,12,12,0,0,0,0,0,0,16,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0.4,1,4,17,0,0,0,1,0
0,0.777777778,5,7,2.111111111,11,19,1.111111111,2,10,1,1,1,0,8,8,8,1,3,3,3,1,1,1,0.555555556,2,5,49,1.111111111,2,10,1,0
1,11.4,33,114,13.1,32,131,1.4,4,14,13,13,13,0,10,10,10,1,0,0,0,0,0,0,0.6,1,6,189,1.5,4,15,1,0
0,8.8,13,44,22.4,35,112,2.8,4,14,2,2,2,0,5,5,5,1,2,2,2,0,0,0,1,1,5,139,7.6,13,38,1,0
2,6.210526316,24,118,9.368421053,39,178,1.684210526,4,32,2,2,2,0,19,19,19,1,0,0,0,0,0,0,1.105263158,3,21,240,2.736842105,10,52,1,0
0,5.666666667,12,17,6.333333333,13,19,1.333333333,2,4,1,1,1,0,3,3,3,1,0,0,0,0,0,0,1,1,3,34,1.666666667,3,5,1,0
0,4.666666667,10,28,6.666666667,16,40,1.333333333,2,8,1,1,1,0,6,6,6,1,1,1,1,0,0,0,1.166666667,2,7,63,2.5,5,15,1,0
0,8.166666667,20,49,16.16666667,43,97,2.5,4,15,2,2,2,0,6,6,6,1,1,1,1,0,0,0,0.666666667,2,4,126,6.333333333,19,38,1,1
0,8,24,56,9.428571429,19,66,1.571428571,3,11,7,7,7,0,7,7,7,1,0,0,0,0,0,0,0.571428571,1,4,104,2.142857143,7,15,1,0
9,6.181818182,36,408,8.712121212,52,575,1.863636364,8,123,10,10,10,0,60,60,60,1,13,13,13,0,0,0,0.590909091,2,39,815,2.560606061,14,169,1,1
0,1.666666667,3,10,1.166666667,2,7,1,1,6,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.333333333,2,2,29,1,1,6,1,0
0,1,5,6,2,9,12,1,2,6,1,1,1,0,6,6,6,1,0,0,0,0,0,0,0.666666667,1,4,36,1,2,6,1,0
0,1,2,3,2,5,6,1.333333333,2,4,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,2,3,20,1.333333333,2,4,1,0
0,5,12,15,7.666666667,17,23,1.666666667,3,5,2,2,2,0,3,3,3,1,0,0,0,0,0,0,1,2,3,44,2.666666667,6,8,1,0
0,3,5,9,5,7,15,1.666666667,2,5,1,1,1,0,3,3,3,1,0,0,0,0,0,0,1.666666667,2,5,35,2.666666667,4,8,1,0
0,4.833333333,23,29,9.666666667,28,58,1.833333333,3,11,2,2,2,0,6,6,6,1,2,2,2,0,0,0,0.666666667,3,4,85,3.166666667,6,19,1,0
0,2.75,6,11,6.25,15,25,1.75,3,7,0,0,0,0,1,1,1,1,0,0,0,3,3,3,1.5,2,6,41,2.75,5,11,1,0
0,1.555555556,4,14,3.888888889,17,35,1.222222222,2,11,1,1,1,0,9,9,9,1,2,2,2,0,0,0,1.444444444,3,13,63,2.222222222,9,20,1,0
0,6.75,11,27,9.5,16,38,2.25,4,9,1,1,1,0,4,4,4,1,0,0,0,0,0,0,1,2,4,61,3,6,12,1,0
0,4.25,7,17,5,9,20,1,1,4,3,3,3,0,4,4,4,1,0,0,0,0,0,0,0.5,1,2,37,1,1,4,1,0
0,6.5,8,13,8.5,9,17,2,2,4,1,1,1,0,2,2,2,1,0,0,0,0,0,0,1,2,2,26,2.5,3,5,1,0
0,4.153846154,22,54,15.92307692,56,207,2,4,26,5,8,10,0,6.5,10,13,1,0.5,1,1,0,0,0,2.153846154,5,28,250,6.538461538,24,85,1,0
0,2.5,3,5,1.5,2,3,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,10,1,1,2,1,0
0,6.125,19,49,12.625,48,101,1.625,3,13,5,5,5,0,8,8,8,1,0,0,0,0,0,0,0.625,1,5,137,4,20,32,1,0
0,3,5,6,4.5,7,9,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,17,1.5,2,3,1,0
0,1.5,3,3,2.5,4,5,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,15,1.5,2,3,1,0
0,1.5,3,3,3,4,6,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,2,3,4,18,1.5,2,3,1,0
0,5.75,11,23,5.75,10,23,1.25,2,5,1,1,1,0,4,4,4,1,0,0,0,0,0,0,1.25,3,5,41,2,4,8,1,0
0,2.5,4,5,2,2,4,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,12,1,1,2,1,0
0,2.2,7,11,6.2,17,31,1.6,4,8,0,0,0,0,4,4,4,1,1,1,1,1,1,1,0.6,1,3,57,2.2,5,11,1,0
0,3,5,6,4.5,7,9,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,17,1.5,2,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,2,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,0,0,0,0,0,0,10,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,0,0,0,0,0,0.222222222,1,2,15,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,17,17,17,0,0,0,0,0,0,0,0.235294118,1,4,24,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1,1,3,6,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0.833333333,2,5,9,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,18,18,0,0,0,0,0,0,21,0,0,0,1,0
0,1,2,3,2,5,6,1.333333333,2,4,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,2,3,20,1.333333333,2,4,1,0
0,0.578947368,9,11,2,14,38,1.052631579,2,20,9,9,9,0,19,19,19,1,0,0,0,0,0,0,0.578947368,2,11,91,1.315789474,6,25,1,0
0,2.666666667,7,32,4.75,14,57,1.25,2,15,1,1,1,0,11,11,11,1,1,1,1,1,1,1,0.833333333,2,10,96,1.833333333,5,22,1,0
0,0,0,0,1.5,3,6,1,1,4,2,2,2,0,4,4,4,1,0,0,0,0,0,0,0.75,2,3,20,1,1,4,1,0
0,0.428571429,2,3,1,1,7,1,1,7,3,3,3,0,7,7,7,1,0,0,0,0,0,0,0.428571429,1,3,29,1,1,7,1,0
2,3.153846154,22,123,6.41025641,35,250,1.538461538,3,60,11,11,11,0,36,36,36,1,0,0,0,0,0,0,0.384615385,2,15,350,2.538461538,8,99,1,0
4,6.529411765,40,111,9.764705882,49,166,1.764705882,5,30,10,10,10,0,17,17,17,1,1,1,1,0,0,0,0.705882353,3,12,253,1.882352941,3,32,1,0
0,3,7,12,7.25,15,29,1.5,2,6,3,3,3,0,4,4,4,1,0,0,0,0,0,0,1.5,2,6,49,3,6,12,1,0
7,4.617021277,30,217,9.85106383,69,463,1.723404255,5,81,13,13,13,0,47,47,47,1,2,2,2,0,0,0,0.765957447,3,36,618,2.957446809,25,139,1,0
0,3.916666667,19,47,8.5,28,102,1.75,4,21,2,2,2,0,12,12,12,1,6,6,6,0,0,0,0.916666667,2,11,211,3.333333333,10,40,1,0
0,1,2,2,8,13,16,2,3,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,26,3,5,6,1,0
0,1.5,3,3,2.5,4,5,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1.5,2,3,15,1.5,2,3,1,0
0,7.333333333,11,22,9.333333333,14,28,1.666666667,2,5,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1.333333333,2,4,47,2.333333333,4,7,1,0
0,0.666666667,2,2,3,5,9,1,1,3,0,0,0,0,2,2,2,1,1,1,1,1,1,1,0.333333333,1,1,22,1.666666667,2,5,1,0
0,4,7,8,4.5,7,9,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,17,1.5,2,3,1,0
7,5.345454545,20,294,8.036363636,29,442,1.563636364,5,86,5.333333333,20,32,0,8.833333333,32,53,1,0.333333333,2,2,0,0,0,0.854545455,5,47,618,1.781818182,6,98,1,0
0,8,15,16,10,18,20,2,3,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,34,3,5,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,0,0,0,0,0,0,9,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,25,25,0,0,0,0,0,0,29,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,6,0,0,0,1,0
0,5,7,15,7,11,21,2.333333333,3,7,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,2,3,35,3.333333333,6,10,1,0
0,2.333333333,6,21,5.333333333,12,48,2,4,18,4,4,4,0,9,9,9,1,0,0,0,0,0,0,0.666666667,4,6,74,2.222222222,5,20,1,0
0,4.6,15,23,8.2,29,41,2,6,10,1,1,1,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,60,2.8,7,14,1,0
0,5.172413793,58,150,7.931034483,34,230,1.586206897,4,46,0,0,0,0,1,1,1,1,4,4,4,28,28,28,1.034482759,2,30,315,2.862068966,12,83,1,0
1,6.333333333,11,19,8,16,24,2,3,6,0,0,0,0,3,3,3,1,0,0,0,0,0,0,1,2,3,38,2,3,6,1,0
2,12.5,24,25,18.5,35,37,2.5,4,5,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,53,2.5,4,5,1,0
0,14,27,28,17.5,33,35,2.5,4,5,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,50,4,7,8,1,0
0,11,21,22,15.5,29,31,2,3,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,46,3,5,6,1,0
0,6.2,12,31,6.8,19,34,1.2,2,6,0,0,0,0,5,5,5,1,0,0,0,0,0,0,0.8,2,4,55,2.6,6,13,1,0
0,4.5,8,9,3,4,6,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,15,1,1,2,1,0
0,2.5,7,10,2.5,5,10,1,1,4,1,1,1,0,4,4,4,1,0,0,0,0,0,0,0.5,2,2,25,1.25,2,5,1,0
14,8.565217391,128,591,12.4057971,124,856,1.739130435,6,120,11.25,43,45,0,14.25,51,57,1,3,11,12,0.75,3,3,0.753623188,3,52,1193,3.014492754,26,208,1,0
3,5.6,30,112,14.15,69,283,2.35,5,47,5,5,5,0,20,20,20,1,4,4,4,0,0,0,0.85,3,17,341,4.15,17,83,1,0
0,1,2,3,2,5,6,1.333333333,2,4,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,2,3,20,1.333333333,2,4,1,0
0,3.5,6,7,4.5,7,9,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,2,2,19,1.5,2,3,1,0
2,6.32,25,158,10.84,52,271,1.68,4,42,12,12,12,0,25,25,25,1,0,0,0,0,0,0,0.48,1,12,350,2.52,15,63,1,0
