$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
34.62,1.08,0.0,36.27,26.66,550.12,7.04,10.52,26.39,1.42,595.99,0.4,0.87,0.0,0.63,0.14,0.62,14.11,4.39,1.79,1
5.62,1.92,0.0,29.8,36.03,341.07,6.52,11.18,6.2,0.88,1075.03,0.97,2.76,0.31,0.54,0.0,0.0,53.62,29.99,1.93,2
44.34,2.69,0.0,35.73,133.63,1130.67,7.71,19.99,44.7,1.1,1035.78,0.85,0.89,0.3,0.29,0.0,0.0,10.4,37.27,1.42,3
20.6,2.03,0.0,24.86,81.56,189.65,1.21,15.34,17.83,0.82,774.62,0.7,0.14,0.01,0.5,0.31,1.16,20.15,17.96,1.7,1
20.6,2.03,0.0,24.86,81.56,189.65,1.21,15.34,17.83,0.82,774.62,0.7,0.14,0.01,0.5,0.31,1.16,20.15,17.96,1.7,1
8.98,2.18,0.0,37.37,28.27,19.4,0.07,36.79,3.0,0.87,289.59,0.3,0.0,0.07,0.3,0.46,1.37,33.77,3.17,0.88,2
11.4,1.77,0.0,14.96,39.51,38.86,1.15,12.55,9.96,0.28,611.35,0.8,0.03,0.58,0.33,0.23,0.32,81.3,32.63,6.27,2
36.7,1.54,0.0,15.4,1.92,174.2,4.56,8.7,10.05,0.74,677.71,0.38,0.11,0.05,0.59,0.19,0.07,11.96,8.78,2.34,1
11.4,1.77,0.0,14.96,39.51,38.86,1.15,12.55,9.96,0.28,611.35,0.8,0.03,0.58,0.33,0.23,0.32,81.3,32.63,6.27,2
4.04,1.03,0.0,26.27,34.29,103.39,8.46,17.36,19.63,0.14,144.83,0.52,0.35,0.23,0.7,0.0,0.0,19.75,6.29,1.68,1
6.87,3.03,0.02,32.67,93.61,340.02,2.23,21.67,13.07,0.81,383.71,0.54,0.55,0.07,0.39,0.43,0.38,80.28,5.48,1.66,2
4.04,1.03,0.0,26.27,34.29,103.39,8.46,17.36,19.63,0.14,144.83,0.52,0.35,0.23,0.7,0.0,0.0,19.75,6.29,1.68,1
12.14,2.61,0.02,30.51,53.82,393.08,10.32,9.63,35.23,1.04,714.58,0.24,0.61,0.18,0.4,0.23,3.56,28.28,5.86,3.05,1
4.04,1.03,0.0,26.27,34.29,103.39,8.46,17.36,19.63,0.14,144.83,0.52,0.35,0.23,0.7,0.0,0.0,19.75,6.29,1.68,1
4.04,1.03,0.0,26.27,34.29,103.39,8.46,17.36,19.63,0.14,144.83,0.52,0.35,0.23,0.7,0.0,0.0,19.75,6.29,1.68,1
11.18,2.16,0.01,20.11,32.97,341.37,10.33,16.1,12.1,1.17,260.82,0.32,0.61,0.24,0.45,0.29,0.23,45.16,13.24,1.92,1
11.18,2.16,0.01,20.11,32.97,341.37,10.33,16.1,12.1,1.17,260.82,0.32,0.61,0.24,0.45,0.29,0.23,45.16,13.24,1.92,1
3.04,2.74,0.0,12.82,16.66,2.47,1.33,6.79,2.92,0.78,121.01,0.3,0.0,0.48,0.46,0.0,0.0,123.51,13.28,4.61,2
5.28,2.0,0.0,14.08,31.8,242.53,5.99,10.86,3.68,1.11,638.8,0.06,2.33,0.42,0.54,0.0,0.0,53.13,12.99,2.1,1
27.78,1.99,0.0,20.18,33.78,286.41,3.36,16.95,25.4,1.19,288.84,0.06,0.46,0.44,0.55,0.0,0.0,17.26,15.81,1.64,1
44.34,2.69,0.0,35.73,133.63,1130.67,7.71,19.99,44.7,1.1,1035.78,0.85,0.89,0.3,0.29,0.0,0.0,10.4,37.27,1.42,3
44.39,1.26,0.0,30.46,138.95,141.57,8.0,28.38,31.05,0.91,1004.01,0.85,0.65,0.39,0.14,0.0,0.0,37.16,35.71,1.93,5
27.78,1.99,0.0,20.18,33.78,286.41,3.36,16.95,25.4,1.19,288.84,0.06,0.46,0.44,0.55,0.0,0.0,17.26,15.81,1.64,1
36.7,1.54,0.0,15.4,1.92,174.2,4.56,8.7,10.05,0.74,677.71,0.38,0.11,0.05,0.59,0.19,0.07,11.96,8.78,2.34,1
25.62,2.14,0.0,29.14,39.84,336.73,6.03,19.25,17.09,1.45,789.35,0.88,0.82,0.51,0.4,0.0,0.0,28.12,36.1,1.47,2
27.41,1.74,0.0,35.44,65.42,467.35,2.12,18.53,34.93,0.8,726.03,0.9,0.17,0.13,0.33,0.0,0.0,26.24,14.53,1.99,2
27.78,1.99,0.0,20.18,33.78,286.41,3.36,16.95,25.4,1.19,288.84,0.06,0.46,0.44,0.55,0.0,0.0,17.26,15.81,1.64,1
14.57,3.24,0.0,7.95,50.2,19.09,6.81,18.56,41.63,1.14,1007.15,0.87,0.89,0.43,0.43,0.0,0.0,13.27,9.78,1.14,2
17.47,3.45,0.0,8.81,18.93,78.04,2.97,9.44,9.73,1.28,62.65,0.64,2.73,0.33,0.41,0.0,0.0,10.32,3.13,1.31,1
20.6,2.03,0.0,24.86,81.56,189.65,1.21,15.34,17.83,0.82,774.62,0.7,0.14,0.01,0.5,0.31,1.16,20.15,17.96,1.7,1
12.14,2.61,0.02,30.51,53.82,393.08,10.32,9.63,35.23,1.04,714.58,0.24,0.61,0.18,0.4,0.23,3.56,28.28,5.86,3.05,1
7,1,0,46,7,21,46,1,7,2,7,0,0,0,0.428571429,0,0,0,1,1,0
4,1,0,74,4,6,74,1,4,2,4,0,0,0,0.5,0,0,0,1,1,0
4,3,0,5,9,4,0,5,3,0.666666667,30,1,0,0.666666667,0.666666667,0,0,6.25,1,0.5,0
22,1,0,2,22,231,2,0,22,2,22,0,0,0,0.204545455,0,0,0,1,1,0
5,1,0,12,10,0,3,9,4,0.583333333,46,1,2,0,0.25,0,0,7.6,1,0.6,0
2,1,0,4,2,1,2,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0
3,3,0,9,23,3,0,9,3,2,100,0,0,0.777777778,0.555555556,0,0,32.33333333,6,2.3333,0
3,2,0,8,24,3,0,8,3,2,114,0,0,0.75,0.555555556,0,0,37,7,2.6667,0
2,1,0,2,3,1,2,0,1,1,12,0,0,0,1,0,0,4,0,0,0
2,1,0,9,2,1,8,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,2,7,14,15,1,7,7,1,2,46,0,0,0.75,0.5,0,0,22,3,1.5,0
5,1,0,11,28,8,1,10,3,0.25,122,1,0,0,0.3125,0,0,23.2,6,1.8,0
1,1,0,0,2,0,0,0,1,2,7,0,0,0,1,0,0,3,0,0,0
7,1,0,9,29,0,3,6,3,0.541666667,265,1,1,0,0.333333333,0,0,36.28571429,3,1.1429,0
5,1,17,24,18,10,17,7,0,1,142,1,0,0,0.45,0,0,24.8,5,1.4,0
12,2,0,18,46,14,2,16,12,0.727272727,304,1,1,0.541666667,0.3,0,0,23.91666667,17,2.25,0
8,2,0,9,32,0,2,7,8,0.571428571,219,1,1,0.65,0.375,0,0,26,15,2.625,0
2,3,0,5,15,1,2,3,1,2,77,0,0,0.962962963,0.666666667,2,5,37.5,2,1,0
4,3,0,5,9,4,0,5,3,0.666666667,30,1,0,0.666666667,0.666666667,0,0,6.25,1,0.5,0
3,2,0,9,22,3,0,9,3,2,125,0,0,0.75,0.555555556,0,0,40.66666667,11,4,0
11,3,0,17,79,1,3,15,9,0.814285714,563,0.857142857,0,0.6875,0.303030303,1,3,49.54545455,16,2.7273,0
5,1,0,6,26,0,4,3,5,0.25,288,1,0,0,0.6,0,0,56.2,9,4.2,0
4,3,0,11,24,4,3,8,4,2,188,0,0,0.7,0.5,0,0,46,10,4.25,0
4,2,0,4,8,4,0,4,3,0.666666667,27,1,0,0.6,0.666666667,0,0,5.5,1,0.5,0
10,1,0,8,19,9,7,1,10,0.666666667,157,1,0,0,0.475,0,0,14.4,2,1.2,0
4,2,0,10,23,4,0,10,3,0.666666667,182,1,0,0.6,0.666666667,0,0,44,15,4,0
5,1,0,8,18,0,2,6,5,0.25,143,1,0,0,0.6,0,0,27.4,5,3,0
3,2,0,8,19,3,0,8,3,2,88,0,0,0.75,0.555555556,0,0,28.33333333,8,3,0
3,3,0,12,29,3,0,12,3,2,151,0,0,0.777777778,0.555555556,0,0,49.33333333,9,3.3333,0
14,1,0,15,26,29,8,7,14,0.769230769,159,1,2,0,0.3,0,0,9.928571429,10,1.5714,0
3,1,0,10,3,3,9,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
4,3,0,10,30,2,0,10,3,0.666666667,226,1,0,0.666666667,0.666666667,0,0,54.75,16,4.25,0
26,1,0,16,31,245,12,4,24,0.943333333,193,0.666666667,1,0,0.194285714,0,0,5.961538462,4,1.3462,0
3,4,0,82,6,3,82,0,3,1.5,17,1,0,1,0.777777778,0,0,4.333333333,0,0,0
4,2,0,9,29,4,0,9,3,0.666666667,141,1,0,0.6,0.666666667,0,0,34,6,1.75,0
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
10,1,0,6,11,35,3,3,10,0.851851852,46,0.666666667,1,0,0.266666667,0,0,3.3,1,0.9,0
6,1,0,11,13,15,0,11,6,2,35,0,0,0,0.361111111,0,0,4.833333333,1,0.8333,0
3,2,0,7,13,3,0,7,3,2,41,0,0,0.75,0.555555556,0,0,12.66666667,3,1.3333,0
10,2,7,14,35,0,7,7,10,0,173,1,0,0.590909091,0.283333333,0,0,16.2,3,1.5,0
7,1,1,10,38,13,1,9,5,0.75,230,1,0,0,0.375,0,0,31.57142857,20,3.4286,0
14,3,0,31,48,37,21,11,14,0.794871795,389,1,0,0.628571429,0.3,1,4,26.35714286,29,2.9286,0
2,2,7,12,14,1,7,5,1,2,40,0,0,0.857142857,0.666666667,0,0,19,3,1.5,0
2,3,0,10,23,1,2,8,2,2,114,0,0,0.956521739,0.75,1,2,56,11,5.5,0
7,1,0,1,8,0,1,0,7,0.722222222,104,1,0,0,0.428571429,0,0,13,5,1.4286,0
2,1,0,6,8,1,2,4,2,2,33,0,0,0,0.5,0,0,15.5,3,1.5,0
2,3,0,5,28,1,3,3,1,2,156,0,0,0.962962963,0.666666667,2,5,77,5,2.5,0
5,1,0,7,14,0,2,5,5,0.25,128,0,0,0,0.6,0,0,24.4,5,3,0
10,1,0,14,41,0,4,10,5,0.527777778,407,1,1,0,0.288888889,0,0,39.3,7,1.7,0
6,2,0,10,20,0,4,7,4,0.533333333,106,1,1,0.555555556,0.4,1,2,16.16666667,2,0.8333,0
7,1,0,5,11,3,3,2,7,0.583333333,53,1,1,0,0.314285714,0,0,6.285714286,2,1.1429,0
3,3,0,8,14,3,0,8,3,2,45,0,0,0.777777778,0.555555556,0,0,14,3,1.3333,0
4,2,0,13,28,2,0,13,3,0.666666667,175,1,0,0.6,0.666666667,0,0,42,5,1.5,0
3,1,0,11,27,1,2,9,2,0.5,166,1,0,0,0.5,0,0,54,11,3.6667,0
6,1,0,7,12,1,6,2,6,0.666666667,56,0,0,0,0.555555556,0,0,7.833333333,1,0.8333,0
6,1,0,11,6,15,10,1,6,2,6,0,0,0,0.458333333,0,0,0,1,1,0
11,2,0,11,65,41,0,11,8,0.9,561,1,0,0.357142857,0.38,2,3,49.81818182,9,2.7273,0
4,1,0,11,23,2,1,10,2,0.583333333,101,1,0,0,0.333333333,0,0,23.25,4,1.25,0
4,2,0,10,29,2,0,10,3,0.666666667,274,1,0,0.6,0.666666667,0,0,66.25,19,5,0
4,2,0,14,30,0,2,12,4,0,187,1,1,0.8125,0.5,0,0,45.5,17,4.75,0
8,3,0,3,30,26,0,3,4,0.857142857,208,1,0,0.806451613,0.464285714,3,4,24.875,8,1.625,0
4,1,0,7,4,6,6,1,4,2,4,0,0,0,0.7,0,0,0,1,1,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,2,0,9,26,3,0,9,3,2,148,0,0,0.75,0.555555556,0,0,48.33333333,10,3.6667,0
3,2,0,10,16,3,0,10,3,2,56,0,0,0.75,0.555555556,0,0,17.66666667,4,1.6667,0
9,3,0,10,27,0,2,8,9,0.5,281,1,0,0.733333333,0.388888889,1,2,29.88888889,10,2.6667,0
3,2,0,11,29,3,0,11,3,2,192,0,0,0.75,0.555555556,0,0,63,11,4,0
9,1,0,11,45,22,0,11,6,0.75,343,1,0,0,0.4,0,0,36.88888889,1,0.7778,0
3,2,0,11,24,3,0,11,3,2,108,0,0,0.75,0.555555556,0,0,35,8,3,0
5,1,0,12,31,0,0,12,2,1,132,0.25,0,0,0.5,0,0,24.6,1,0.6,0
4,2,0,13,34,2,0,13,3,0.69047619,314,1,0,0.6,0.666666667,0,0,74,17,4.5,0
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,11,28,1,0,11,2,0.625,148,1,0,0,0.666666667,0,0,47,8,2.6667,0
27,3,0,11,92,349,1,11,26,1.030769231,865,1,0,0.619047619,0.164835165,1,2,30.48148148,11,1.6296,0
3,2,0,11,31,3,0,11,3,2,142,0,0,0.75,0.555555556,0,0,46.33333333,10,3.6667,0
6,1,0,6,22,0,4,3,5,0,154,1,0,0,0.5,0,0,24.5,7,3,0
23,1,0,18,70,143,2,17,22,0.878787879,537,0,0,0,0.181818182,0,0,21.95652174,5,2.2174,0
2,2,0,7,9,1,0,7,2,2,20,0,0,0.875,0.75,0,0,9,1,0.5,0
4,3,0,9,13,6,0,9,4,2,39,0,0,0.8,0.583333333,2,2,8.75,1,0.75,0
4,2,0,12,29,2,0,12,3,0.666666667,169,1,0,0.6,0.666666667,0,0,40,8,2.25,0
4,2,0,11,24,6,0,11,3,1,140,1,0,0.75,0.555555556,0,0,33.75,6,1.75,0
18,1,0,2,28,87,1,1,18,0.852941176,200,1,0,0,0.361111111,0,0,9.666666667,1,0.9444,0
1,1,0,5,1,0,3,2,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
7,1,0,11,38,0,1,11,5,0.625,359,0.75,1,0,0.270833333,0,0,49.71428571,31,5.2857,0
16,2,0,13,60,34,4,9,9,0.866666667,483,0.375,0,0.464285714,0.258928571,0,0,28.6875,8,2.4375,0
15,1,17,22,33,7,17,5,5,0.476190476,229,1,0,0,0.380952381,0,0,14.06666667,4,2.3333,0
5,1,0,11,18,10,2,9,4,1,126,1,0,0,0.583333333,0,0,24,1,0.6,0
15,2,0,16,50,59,2,15,14,0.875,231,0.875,0,0.133333333,0.238095238,0,0,13.86666667,3,1.0667,0
12,2,0,10,37,14,2,8,12,0.831168831,390,0.714285714,0,0.541666667,0.3,0,0,30.91666667,30,3.3333,0
2,3,0,5,5,1,1,4,2,2,14,0,0,0.8,0.5,0,0,6,1,0.5,0
4,1,0,8,4,6,6,2,4,2,4,0,0,0,0.666666667,0,0,0,1,1,0
14,2,2,19,70,53,8,13,11,0.666666667,421,0.666666667,0,0.5,0.255102041,0,0,28.85714286,7,1.4286,0
3,2,0,12,28,3,0,12,3,2,137,0,0,0.75,0.555555556,0,0,44.66666667,8,3,0
7,1,0,9,22,5,0,9,7,0.7,114,1,1,0,0.392857143,0,0,14.57142857,5,1.4286,0
4,1,0,22,21,4,13,9,3,0.666666667,112,1,0,0,0.4,0,0,26.75,5,2.25,0
2,1,0,10,2,1,8,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0
3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
3,3,0,7,15,3,0,7,3,2,46,0,0,0.777777778,0.555555556,0,0,14.33333333,3,1.3333,0
2,2,2,14,30,1,2,12,1,2,377,0,0,0.857142857,0.666666667,0,0,187.5,25,12.5,0
4,2,0,6,16,2,0,6,3,1.047619048,97,1,0,0.6,0.666666667,0,0,21.5,7,2,0
5,1,0,10,21,0,1,9,3,0.5,159,1,2,0,0.5,0,0,30,4,1.6,0
2,1,0,6,4,1,6,0,1,1.692307692,80,0,0,0,1,0,0,26,0,0,0
61,1,0,55,154,540,26,30,58,0.893939394,940,1,2,0,0.097916667,0,0,14.2295082,10,1.5574,0
3,3,0,7,15,3,0,7,3,2,46,0,0,0.777777778,0.555555556,0,0,14.33333333,3,1.3333,0
5,2,0,6,33,2,1,5,2,0.55,206,1,0,0.5,0.625,0,0,39.2,5,1.6,0
4,3,0,5,9,4,0,5,3,0.666666667,31,1,0,0.818181818,0.666666667,0,0,6.5,1,0.5,0
