$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
13,3,0,8,25,26,1,7,13,0.625,161,1,0,0.907407407,0.307692308,1,2,11.07692308,5,1.3077,3
6,1,0,9,18,15,8,1,5,2,102,0,0,0,0.333333333,0,0,16,5,2.8333,3
16,1,0,6,47,112,4,2,14,0.6,301,1,0,0,0.4875,0,0,17.6875,1,0.875,2
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,1
2,5,0,5,10,0,1,4,2,0,27,1,0,0.947368421,0.666666667,0,0,12,1,0.5,1
2,3,0,8,8,1,2,7,2,2,31,0,0,0.952380952,0.625,0,0,14.5,2,1,1
3,1,0,4,9,3,1,3,3,2,21,0,0,0,0.533333333,0,0,6,1,0.6667,1
28.16,1.11,1.89,4.77,106.59,224.43,6.92,20.49,42.66,1.52,343.59,0.43,0.04,0.42,0.3,0.4,0.67,23.29,1.66,0.99,9
52,2,1,36,112,1166,4,33,38,0.91349481,993,1,8,0.213114754,0.08875129,1,1,17.76923077,7,1.3846,7
5,2,0,9,21,0,1,8,3,0.25,84,1,2,0.764705882,0.4,1,1,15.4,1,0.8,2
5,1,0,0,7,0,0,0,5,0.5,32,1,0,0,0.466666667,0,0,5,1,0.8,1
2,1,0,4,4,1,1,3,2,2,9,0,0,0,1,0,0,3.5,1,0.5,2
3.47,3.11,0.0,5.26,2.62,0.58,6.7,1.05,1.99,1.83,124.45,0.81,0.16,0.59,0.52,0.0,0.0,7.13,0.08,0.78,1
45,1,0,17,85,864,8,14,38,0.907467532,523,1,3,0,0.138888889,0,0,10.31111111,4,1.2667,2
11.62,2.15,0.02,10.82,34.77,478.86,2.69,4.12,7.29,1.21,84.44,0.69,0.02,0.48,0.61,1.36,2.62,6.27,1.02,0.57,5
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923076923,0.666666667,1,2,3,1,0.3333,1
2,3,0,4,8,0,1,3,1,0,33,1,1,0.954545455,0.666666667,0,0,15,1,0.5,3
8,1,1,13,64,12,2,11,2,0.785714286,388,0.75,2,0,0.321428571,0,0,47,11,2.125,5
2,1,0,3,11,1,1,2,2,2,54,0,0,0,0.666666667,0,0,26,6,3,1
10,2,12,22,21,17,13,9,7,0.777777778,90,1,4,0.590909091,0.28,1,1,7.6,2,1.1,3
10,3,0,13,25,43,0,13,6,0.833333333,116,1,2,0.741935484,0.333333333,1,2,10.4,2,0.9,3
30.16,1.02,6.96,23.9,99.77,2698.06,7.43,51.24,64.86,0.98,852.0,0.75,2.35,0.04,0.56,0.0,0.0,9.5,1.29,1.04,18
10,1,0,3,16,27,1,2,10,0.666666667,69,1,1,0,0.425,0,0,5.6,1,0.7,1
70.0,1.77,7.74,17.39,80.66,4319.53,11.18,24.73,60.69,0.94,545.29,0.82,2.6,0.21,0.14,0.36,0.29,8.38,2.08,0.96,14
4,2,0,5,15,4,1,5,3,0.666666667,38,1,1,0.857142857,0.466666667,0,0,8.25,1,0.25,1
12,1,0,7,62,28,2,5,7,0.545454545,507,1,1,0,0.329545455,0,0,41,6,2.3333,6
21.56,1.09,7.05,10.87,10.52,1701.84,7.14,31.45,22.5,1.03,482.68,0.7,1.4,0.15,0.42,0.45,0.44,7.41,1.98,0.83,8
4,2,2,10,19,0,5,5,2,0,86,1,0,0.8125,0.5625,0,0,20.25,2,1.25,2
48.43,1.66,5.61,13.73,160.02,2343.26,27.59,29.92,23.05,0.93,923.12,0.95,1.46,0.4,0.14,0.88,1.12,9.95,2.0,0.95,15
10,1,0,0,22,45,0,0,9,2,81,0,0,0,0.25,0,0,7.1,2,1.1,2
14,1,27,31,28,49,29,2,7,0.807692308,200,1,0,0,0.380952381,0,0,12.85714286,3,1.2143,1
6.07,3.36,3.55,17.41,91.42,329.89,5.44,16.79,5.02,0.77,701.4,0.6,0.68,0.15,0.61,0.0,0.0,7.25,1.61,0.64,4
6,2,0,1,14,0,1,0,6,0,52,1,0,0.692307692,0.5,0,0,7.5,1,0.6667,1
19.77,1.95,1.03,237.78,35.6,149.21,38.81,5.55,20.96,1.59,123.76,0.41,0.12,0.11,0.14,0.57,1.52,5.25,1.05,0.97,2
39,1,11,23,67,687,13,10,31,0.897368421,405,1,7,0,0.13377193,0,0,9.128205128,4,1.3846,4
2.76,1.0,0.23,4.19,120.67,932.6,1.68,17.98,42.74,1.37,546.13,0.97,0.89,0.0,0.65,0.0,0.0,9.35,1.41,0.56,8
13,1,0,23,77,48,1,22,5,0.738095238,614,1,4,0,0.314814815,0,0,45.69230769,8,2.6154,9
12.23,2.49,3.68,11.75,39.31,1311.24,3.23,25.49,42.35,1.16,563.24,0.3,0.63,0.55,0.52,1.02,1.68,7.63,1.23,1.03,10
5,1,0,2,10,8,0,2,5,0.5,57,1,0,0,0.3,0,0,10.2,2,1,1
7.36,2.26,0.0,60.66,20.28,36.58,195.46,3.12,2.69,1.35,19.16,0.86,0.58,0.17,0.27,0.0,0.0,4.21,1.0,0.8,1
5.53,1.33,0.0,17.82,35.64,102.63,27.68,14.54,8.32,1.22,271.22,0.04,0.56,0.35,1.0,0.14,0.48,7.58,2.42,1.01,3
12.64,1.95,1.5,24.04,84.68,145.97,8.5,31.57,19.28,0.51,289.89,0.98,1.28,0.02,0.52,0.62,1.7,9.24,1.72,1.11,7
30,1,1,15,55,407,1,14,27,0.862068966,251,1,2,0,0.130769231,0,0,7.266666667,2,1.0333,2
11,1,3,12,16,41,10,2,10,0.666666667,91,1,1,0,0.327272727,0,0,7,1,0.8182,2
42.76,1.03,7.47,48.04,48.2,2858.83,15.4,40.27,62.72,0.65,830.32,0.89,2.34,0.52,0.32,0.0,0.0,9.9,1.2,0.67,15
47,2,0,23,100,943,9,22,38,0.87458194,1056,1,1,0.274193548,0.104859335,0,0,21.19148936,6,1.3617,7
2,1,0,4,4,1,1,3,2,2,9,0,0,0,1,0,0,3.5,1,0.5,1
41.8,1.02,3.03,47.43,4.2,577.61,10.91,30.96,51.17,1.2,546.62,0.71,2.32,0.28,0.58,0.0,0.0,7.4,1.06,0.85,8
32.3,1.01,2.49,61.19,85.03,713.61,68.44,4.08,31.44,1.51,228.36,0.0,0.25,0.29,0.31,0.0,0.0,10.1,1.25,1.09,4
25.47,1.66,2.96,151.06,43.09,18.68,96.5,16.44,51.08,0.45,207.33,0.57,1.15,0.31,0.61,0.25,0.01,1.55,1.34,0.94,6
29,2,0,5,50,318,1,5,29,0.86038961,304,1,0,0.781512605,0.199233716,1,4,9.103448276,1,0.8966,2
5,1,0,13,19,10,7,6,4,2,63,0,0,0,0.44,0,0,11.6,2,1,3
1,1,0,18,1,0,18,0,1,2,1,0,0,0,1,0,0,0,1,1,1
15.12,1.37,5.78,4.12,101.23,753.76,3.85,13.55,10.95,0.43,541.84,0.38,0.57,0.65,0.24,0.0,0.0,11.76,1.1,0.91,7
12.33,1.41,4.35,8.08,50.11,189.71,4.53,11.07,27.44,1.26,358.89,0.66,0.15,0.21,0.14,0.75,2.0,5.43,2.06,0.99,8
3,1,0,5,12,0,1,4,3,0.25,54,1,1,0,0.466666667,0,0,16.33333333,2,1,1
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923076923,0.666666667,1,2,3,1,0.3333,1
17,2,2,12,45,56,2,10,11,0.84375,257,0.8,5,0.464285714,0.1796875,1,1,13.52941176,2,1,4
4,1,0,8,18,2,1,7,2,0.5,131,1,2,0,0.777777778,0,0,31.25,3,1.5,1
9,1,0,127,9,36,122,7,9,2,9,0,0,0,0.333333333,0,0,0,1,1,2
72.09,1.33,7.05,11.64,25.9,3459.16,7.89,46.07,65.77,1.33,490.02,0.57,1.98,0.65,0.46,0.94,0.87,7.56,1.62,0.64,15
13.96,1.87,0.18,7.55,14.98,946.25,2.9,34.86,51.4,0.46,953.47,0.96,0.79,0.5,0.59,0.0,0.0,9.05,0.95,0.17,7
4,2,0,9,10,6,3,6,4,2,28,0,0,0.923076923,0.4375,1,1,6,1,0.75,1
4,3,0,11,19,6,3,9,4,2,43,0,0,0.97029703,0.4375,0,0,9.75,1,0.75,7
5,3,0,8,15,10,2,6,5,2,36,0,0,0.980769231,0.4,1,2,6.2,1,0.4,2
2.68,2.46,3.37,34.95,20.88,433.03,1.46,4.76,23.33,0.51,348.33,0.93,0.86,0.84,0.54,0.4,0.02,12.57,1.55,0.54,5
12,1,0,3,35,66,2,1,11,2,112,0,0,0,0.1,0,0,8.333333333,1,0.9167,1
37.55,1.0,7.08,4.56,127.12,1355.64,14.88,23.24,70.4,1.53,848.19,0.24,0.72,0.0,0.19,0.0,0.0,23.44,2.41,1.16,14
4,3,3,5,8,6,5,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,1
6,1,0,4,17,9,1,3,6,0.933333333,75,1,0,0,0.5,0,0,11,4,2,1
9.24,1.98,3.69,32.04,7.0,746.89,4.06,15.58,50.42,1.23,275.21,0.46,0.82,0.07,0.3,0.87,1.45,6.55,1.23,0.76,9
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1
1.91,2.76,0.0,14.1,31.73,13.69,17.85,2.78,4.77,1.91,226.57,0.88,0.34,0.35,0.42,0.0,0.0,17.17,2.43,1.09,2
13.73,1.0,0.27,27.57,176.31,1662.29,2.89,50.58,56.8,0.39,964.44,0.98,1.44,0.0,0.57,0.0,0.0,9.68,1.56,1.0,14
13,2,7,15,25,24,7,8,11,0.555555556,137,1,1,0.911764706,0.230769231,1,5,9.307692308,2,0.8462,3
9,3,0,8,21,18,1,8,9,0.5625,84,1,1,0.935779817,0.333333333,1,2,8.111111111,2,0.8889,2
3,3,0,7,10,3,1,6,3,2,31,0,0,0.965517241,0.555555556,0,0,9.333333333,1,0.3333,2
15,1,0,11,43,37,3,8,11,0.980952381,485,0.133333333,0,0,0.214814815,0,0,30.33333333,3,1.1333,10
7,3,0,4,13,3,1,3,7,0.5,73,1,1,0.951456311,0.357142857,1,2,9.142857143,3,1.1429,2
7,2,10,15,17,9,11,4,5,0.777777778,68,1,1,0.948979592,0.5,1,5,8.285714286,3,1.1429,1
9,2,1,7,18,0,1,6,7,0.25,66,1,1,0.65,0.388888889,1,1,6.222222222,1,0.7778,1
94,1,11,63,186,4361,28,53,86,0.967741935,1012,0.8,3,0,0.067131328,0,0,9.712765957,2,1.0745,28
19.64,1.0,0.0,122.35,11.99,8.03,82.07,1.68,13.75,1.72,33.46,0.23,0.69,0.0,0.31,0.0,0.0,0.65,1.0,0.97,2
4,3,0,9,12,0,5,4,4,0,41,1,1,0.875,0.4375,0,0,9,1,0.75,1
5,2,0,4,14,0,1,3,5,0.333333333,68,1,2,0.777777778,0.36,1,5,12,3,1.2,4
91.25,2.33,0.44,12.9,149.25,2843.79,22.19,35.69,41.74,0.79,559.18,0.81,1.18,0.13,0.42,0.85,1.0,6.3,1.93,0.83,14
2,4,0,2,6,0,1,1,2,0,20,1,0,0.944444444,0.75,0,0,8.5,1,0.5,1
4,5,0,1,13,0,0,1,3,0.833333333,47,1,0,0.894736842,0.5,0,0,10.25,2,0.75,1
21,1,0,272,21,210,270,4,21,2,21,0,0,0,0.196428571,0,0,0,1,1,2
2,1,0,4,2,1,4,0,2,2,2,0,0,0,1,0,0,0,1,1,1
4,2,0,3,6,6,1,3,4,2,14,0,0,0.96875,0.625,1,4,2.5,1,0.75,4
23,1,0,111,23,253,105,10,23,2,23,0,0,0,0.202898551,0,0,0,1,1,1
2,1,0,3,3,1,1,2,2,2,7,0,0,0,0.75,0,0,2.5,1,0.5,1
6,1,0,5,27,1,1,4,5,0.666666667,160,1,2,0,0.36,0,0,25.16666667,14,2.8333,2
12.17,1.8,0.0,131.25,21.78,46.37,115.82,4.05,17.62,0.86,22.32,0.47,0.0,0.74,0.27,0.32,1.31,1.58,1.0,0.83,2
12,1,0,14,24,66,1,13,11,2,74,0,0,0,0.444444444,0,0,5.166666667,1,0.9167,1
10.0,1.62,0.0,16.99,32.96,84.21,11.78,10.19,8.05,1.93,146.63,0.37,0.21,0.7,0.37,0.25,3.24,17.52,8.92,1.41,2
14,1,0,11,39,31,5,6,13,0.346153846,326,1,2,0,0.321428571,0,0,22.14285714,8,2.1429,1
16.52,2.0,0.21,12.02,97.31,1252.43,2.98,7.7,25.36,0.43,495.31,1.0,1.04,0.79,0.31,0.37,3.78,8.71,2.65,1.0,8
16,4,0,14,52,72,3,14,7,0.780952381,396,0.714285714,2,0.708333333,0.225,1,1,23.3125,10,2.3125,6
22,2,0,13,44,189,2,13,20,0.928571429,232,1,1,0.459459459,0.174603175,1,1,9.090909091,1,0.9091,2
3,1,1,7,16,3,1,6,2,2,96,0,0,0,0.533333333,0,0,31,3,1.6667,2
7,3,0,5,24,3,0,5,5,0.5,141,1,2,0.5,0.267857143,2,2,18.57142857,3,1.2857,2
3,1,0,16,7,3,11,5,3,2,47,0,0,0,0.416666667,0,0,14.66666667,5,2.3333,2
30.0,1.02,6.8,43.46,24.35,2081.69,11.42,13.2,14.51,0.72,252.63,0.72,1.49,0.28,0.37,0.0,0.0,6.66,1.38,0.93,8
30,1,0,73,92,429,69,4,28,0.896551724,693,1,1,0,0.103448276,1,1,22.06666667,8,2.7333,8
3,1,0,15,33,3,3,12,2,1.041666667,431,0.083333333,0,0,0.666666667,0,0,138.6666667,4,2,4
9,3,0,4,12,30,1,4,9,0.25,50,1,0,0.766666667,0.555555556,2,5,4.444444444,1,0.7778,1
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,1
3,1,0,3,5,0,2,1,3,0,17,1,1,0,0.666666667,0,0,4.333333333,1,0.6667,1
2,1,0,4,2,1,2,2,2,2,2,0,0,0,0.625,0,0,0,1,1,1
9.71,1.57,0.04,18.33,129.29,1132.74,2.64,37.57,14.43,0.49,89.55,0.96,0.83,0.36,0.56,1.01,1.59,9.49,4.31,1.12,8
18.99,2.24,0.0,90.97,19.53,189.4,102.15,4.16,11.86,1.39,65.89,0.95,0.96,0.49,0.27,0.69,1.76,5.39,1.28,0.96,2
12.22,1.54,13.27,29.26,154.14,362.73,5.86,39.95,26.66,0.48,798.88,0.99,1.09,0.05,0.31,0.2,0.92,9.88,1.87,0.96,8
2,1,0,2,2,1,2,0,2,2,2,0,0,0,0.75,0,0,0,1,1,2
38.37,1.0,6.19,46.17,60.23,3288.43,20.13,22.79,66.04,0.78,335.1,0.75,2.94,0.0,0.26,0.0,0.0,12.37,1.59,0.67,14
7.26,1.63,0.0,13.25,11.99,2.46,1.0,8.73,5.56,0.81,125.45,0.06,2.87,0.99,0.32,0.0,0.0,9.04,0.3,1.07,5
5,1,0,8,5,10,5,4,5,2,5,0,0,0,0.4,0,0,0,1,1,4
10,1,0,9,27,43,1,9,9,0,103,1,2,0,0.257142857,0,0,9.1,4,1.2,3
2,1,0,8,2,1,6,2,2,2,2,0,0,0,0.666666667,0,0,0,1,1,2
21.29,1.19,3.12,7.35,47.15,1190.1,2.79,14.43,17.85,1.26,546.04,0.36,0.81,0.69,0.33,0.06,1.61,20.02,2.18,1.1,8
6,4,0,4,23,5,0,4,1,0.5,99,1,0,0.862068966,0.533333333,2,2,15.16666667,2,0.8333,4
13,1,0,48,36,58,35,16,13,0.805555556,183,1,4,0,0.196581197,0,0,12.61538462,6,1.5385,4
45.07,2.39,0.27,41.42,46.27,1778.19,12.23,15.23,13.41,0.68,545.6,0.57,1.87,0.1,0.43,0.87,0.15,22.14,4.95,1.48,8
3,3,2,5,6,3,3,3,2,2,17,0,0,0.92,0.555555556,1,1,4.666666667,1,0.6667,1
3.37,2.38,0.0,2.54,20.04,0.52,1.6,2.88,1.92,1.77,130.31,0.37,1.42,0.17,0.45,0.14,0.22,26.18,10.17,6.3,1
12.94,1.0,0.01,13.45,153.03,1107.35,6.82,9.39,21.82,1.72,25.64,0.4,0.36,0.0,0.56,0.0,0.0,4.22,1.11,1.0,7
3,2,0,1,5,3,0,1,3,2,12,0,0,0.923076923,0.666666667,1,2,3,1,0.3333,1
13,2,0,22,47,44,6,16,10,0.797619048,248,0.857142857,3,0.590909091,0.229166667,1,1,17.53846154,2,0.8462,9
50.07,4.95,2.78,33.66,10.19,93.24,44.44,11.33,13.06,0.53,158.05,0.27,0.03,0.9,0.49,0.03,0.01,8.31,1.07,0.56,4
10.03,1.0,2.62,3.12,53.9,878.12,7.72,18.33,50.55,1.4,197.06,0.37,0.76,0.0,0.46,0.0,0.0,18.66,1.81,0.77,7
16,1,13,31,32,100,24,7,16,0.783333333,167,1,2,0,0.239583333,0,0,9.1875,3,1.0625,3
6,1,0,2,25,5,2,0,5,0.7,166,1,0,0,0.5,0,0,25.66666667,1,0.5,2
3,1,0,9,8,1,4,5,3,0,26,1,1,0,0.5,0,0,7.333333333,1,0.3333,1
2,1,0,4,12,1,1,3,2,2,52,0,0,0,0.666666667,0,0,25,3,1.5,1
2,1,1,4,3,1,2,2,2,2,5,0,0,0,0.75,0,0,1.5,1,0.5,4
43,1,0,9,100,825,4,7,35,0.838095238,785,0.8,1,0,0.261904762,0,0,17.02325581,1,0.8372,2
8,2,0,13,26,0,2,11,5,0.642857143,142,1,4,0.684210526,0.392857143,1,1,16.25,3,1,1
93.1,1.26,0.28,15.98,33.7,29.64,16.48,4.0,34.77,1.89,189.47,0.34,1.32,0.05,0.64,0.66,0.07,2.77,2.29,1.07,7
17,1,0,26,45,136,14,12,16,2,275,0,0,0,0.303921569,0,0,15.17647059,4,1.4706,5
18.07,2.98,0.0,20.04,55.91,291.48,13.17,6.24,12.81,1.63,63.67,0.79,0.0,0.07,0.2,0.0,0.0,6.14,1.0,0.83,2
3,1,0,1,7,3,1,0,3,2,22,0,0,0,0.444444444,0,0,6.333333333,1,0.6667,1
2,5,0,8,6,0,7,1,2,1,21,1,0,0.944444444,0.75,0,0,8.5,1,0.5,1
4,3,0,5,11,6,1,4,4,2,25,0,0,0.97029703,0.625,1,2,5.25,1,0.75,3
7.15,1.84,0.05,18.35,115.51,401.35,1.64,28.03,12.72,1.75,858.33,0.95,0.43,0.77,0.68,0.0,0.0,4.05,0.35,0.24,7
18.98,2.17,0.56,62.06,44.75,607.62,151.77,8.18,35.29,0.91,419.53,0.57,4.8,0.3,0.19,0.78,0.09,9.75,1.15,1.31,4
19,1,0,10,85,171,8,2,12,2,720,0,0,0,0.276315789,0,0,36.89473684,11,2.6316,3
2,5,0,3,7,0,1,2,2,0,25,1,1,0.944444444,0.666666667,0,0,11,1,0.5,1
2,1,0,10,7,1,6,4,1,2,23,0,0,0,0.5,0,0,10.5,1,0.5,1
18.19,2.59,4.68,57.68,130.74,1071.68,25.88,34.39,51.79,1.48,65.67,0.17,2.55,0.45,0.3,0.12,0.37,7.71,1.96,0.88,16
15.95,1.55,2.71,38.36,75.97,1207.77,15.24,41.04,60.02,0.9,221.67,0.48,1.5,0.73,0.43,0.11,0.03,9.63,2.29,1.2,11
2,2,0,7,9,1,0,7,2,2,48,0,0,0.666666667,0.6,1,1,23,4,2,2
3,1,4,4,4,1,4,0,3,0.5,14,1,0,0,0.666666667,0,0,3.333333333,1,0.6667,1
14,3,0,13,32,37,3,12,14,0.692307692,154,1,1,0.910714286,0.223214286,0,0,9.785714286,1,0.7143,5
89.7,2.49,8.05,43.98,56.13,1966.68,14.96,25.73,62.52,0.43,706.36,0.95,1.94,0.83,0.1,0.9,0.12,12.85,2.31,1.24,15
5,3,0,8,17,10,2,7,5,2,46,0,0,0.980769231,0.4,1,2,8.2,1,0.4,3
9,3,0,8,18,4,1,7,9,0.5,92,1,1,0.942307692,0.388888889,1,2,9,2,0.8889,3
3,3,0,4,8,3,1,4,2,1.5,29,0,0,0.958333333,0.5,1,2,8.333333333,1,0.3333,2
5,3,0,4,10,8,1,4,4,0.5,36,1,0,0.884615385,0.36,1,2,6,1,0.6,1
12,1,0,19,57,30,1,18,7,0.772727273,479,1,2,0,0.418181818,0,0,38.41666667,17,3.25,3
43.33,4.12,1.82,65.04,47.03,1205.85,34.54,40.15,4.51,1.0,262.37,0.72,1.35,0.87,0.43,0.0,0.0,8.61,1.3,0.51,8
5.71,2.14,0.2,18.32,67.22,843.13,1.02,27.37,32.55,0.43,530.11,0.98,0.75,0.2,0.55,0.0,0.0,9.79,1.54,0.85,7
4,1,0,3,15,2,1,2,1,0.555555556,226,0.666666667,1,0,0.333333333,0,0,54.75,6,1.75,1
24,1,0,11,47,226,1,10,23,0.850931677,244,1,1,0,0.154166667,0,0,8.875,1,0.9583,5
65.48,1.0,4.72,56.94,14.12,3747.49,8.46,11.06,35.88,0.83,149.31,0.8,1.23,0.0,0.53,0.0,0.0,9.77,2.0,1.02,14
1,2,0,7,4,0,3,5,1,2,12,0,0,1,1,0,0,11,0,0,1
9,3,0,5,19,14,1,4,7,0.375,118,1,1,0.933333333,0.361111111,1,2,11.88888889,3,1.2222,2
2,1,0,1,7,1,1,0,1,2,37,0,0,0,0.5,0,0,17.5,3,1.5,1
8,2,0,5,15,16,2,3,8,0.428571429,96,1,1,0.166666667,0.375,0,0,10.75,3,1.125,3
2.32,3.86,0.24,18.72,114.46,548.44,2.0,46.4,11.17,1.65,942.65,0.47,0.66,0.71,0.97,0.0,0.0,6.09,1.35,0.11,7
57.82,2.41,7.0,25.44,22.69,1510.78,7.06,7.81,19.69,1.09,564.41,0.32,0.28,0.31,0.39,1.15,2.01,7.87,1.05,1.0,8
5,1,0,7,12,4,5,2,5,0.583333333,57,1,0,0,0.4,0,0,9.8,1,0.8,1
5,5,0,5,13,6,3,2,3,0.916666667,67,1,0,0.818181818,0.36,0,0,11.8,2,1,1
3.91,2.0,0.34,17.93,12.54,681.15,2.54,22.1,36.54,1.57,641.71,0.28,7.18,0.51,0.11,1.0,1.0,11.7,6.12,1.1,4
16.25,1.05,0.25,8.01,155.11,1376.24,2.58,13.44,55.26,0.79,391.82,1.0,1.09,0.34,0.51,0.89,0.76,9.63,1.91,1.0,7
35.47,2.61,0.0,2.31,22.02,563.42,1.96,1.23,33.41,1.92,691.07,0.15,0.0,0.38,0.3,0.0,0.0,5.84,0.14,0.05,2
6,1,2,6,14,15,2,4,5,2,50,0,0,0,0.541666667,0,0,7.333333333,2,1,1
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,1
6,2,0,13,24,5,2,11,3,0.6,85,1,2,0.722222222,0.416666667,1,1,12.83333333,1,0.8333,1
3.47,3.11,0.0,5.26,2.62,0.58,6.7,1.05,1.99,1.83,124.45,0.81,0.16,0.59,0.52,0.0,0.0,7.13,0.08,0.78,1
5.53,1.33,0.0,17.82,35.64,102.63,27.68,14.54,8.32,1.22,271.22,0.04,0.56,0.35,1.0,0.14,0.48,7.58,2.42,1.01,3
35.47,2.61,0.0,2.31,22.02,563.42,1.96,1.23,33.41,1.92,691.07,0.15,0.0,0.38,0.3,0.0,0.0,5.84,0.14,0.05,2
12.33,1.41,4.35,8.08,50.11,189.71,4.53,11.07,27.44,1.26,358.89,0.66,0.15,0.21,0.14,0.75,2.0,5.43,2.06,0.99,8
