$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
5,1,0,1,17,10,0,1,4,2,58,0,0,0,0.666666667,0,0,10.6,1,0.8,0
7,1,0,4,29,17,0,4,2,0.666666667,154,0,1,0,0.333333333,0,0,20.71428571,2,1,0
2,1,0,4,12,0,1,4,2,0,69,0,2,0,0.666666667,0,0,32,2,1,0
10,1,5,34,13,45,32,2,9,1,28,0,0,0,0.407407407,0,0,1.6,1,0.8,0
1,1,0,8,1,0,8,0,1,2,1,0,0,0,1,0,0,0,1,1,0
8,1,0,6,30,22,0,6,2,0.942857143,324,0,7,0,0.285714286,0,0,38.25,5,2,0
8,1,0,3,14,0,2,1,8,0.571428571,146,0,1,0,0.416666667,0,0,16.625,3,1.75,0
4,2,0,3,10,0,1,2,3,0,37,0,1,0.7,0.583333333,0,0,8,1,0.75,0
2,1,0,7,7,1,0,7,2,2,15,0,0,0,0.666666667,0,0,6.5,1,0.5,0
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,3,0,4,6,1,1,4,1,2,14,0,0,0.984848485,0.75,1,1,6,1,0.5,0
4,1,0,5,24,4,0,5,2,0.833333333,83,0,1,0,0.333333333,0,0,19.25,1,0.5,0
