$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
23.97,1.72,0.27,15.02,23.53,785.07,2.17,18.04,14.96,1.83,808.23,0.05,0.27,0.18,0.7,1.94,13.23,5.73,1.13,1.25,1
27.18,1.7,2.07,31.55,89.7,1149.72,8.34,14.05,20.25,1.54,3466.61,0.63,18.97,0.24,0.33,0.93,2.22,30.43,9.35,1.39,1
2.92,1.06,0.39,13.13,134.88,1171.49,4.18,18.18,28.35,1.84,1121.14,0.09,14.95,0.16,0.73,0.01,0.07,15.64,11.79,1.7,1
66.73,1.01,0.0,32.17,133.9,1861.96,6.5,24.98,32.57,1.04,2150.41,0.38,22.01,0.05,0.3,0.0,0.0,16.57,16.05,1.12,1
35.18,3.01,0.11,16.1,147.03,1110.46,8.66,1.67,37.92,1.66,2159.45,0.42,28.33,0.39,0.91,0.13,0.31,24.66,7.16,1.38,1
29,4,4,17,70,124,12,9,24,0.75,598,0.666666667,1,0.73,0.337931034,2,11,19.51724138,6,2.4828,1
6,3,2,9,21,15,6,4,6,1.2,90,0,0,0.915254237,0.333333333,1,4,13.83333333,2,1.1667,1
12.95,3.74,1.73,1.63,63.34,1207.12,2.08,0.88,8.91,1.55,901.31,0.56,0.41,0.91,0.43,0.0,0.0,9.06,29.05,0.51,2
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,2
28.04,2.87,1.94,2.69,51.63,1589.86,42.27,0.46,26.79,1.22,591.59,0.37,0.38,0.45,0.57,0.89,17.36,0.75,11.98,1.86,2
40.06,2.05,0.27,39.95,83.37,1288.24,9.26,16.46,13.0,1.53,1761.57,0.83,10.31,0.55,0.33,0.01,1.19,30.11,2.92,1.31,1
1,5,1,1,2,0,1,0,1,2,8,0,0,1,1,0,0,5,0,0,1
66.13,1.08,0.0,41.98,110.22,1873.7,4.13,24.21,30.2,1.33,5695.47,0.41,19.44,0.09,0.11,0.0,0.02,62.2,6.92,1.02,1
5.34,1.33,0.15,10.99,76.67,1355.45,6.78,27.09,18.98,1.24,2985.71,0.29,8.77,0.25,0.32,0.1,0.22,32.66,3.47,0.77,1
8.39,1.62,0.03,29.12,77.04,753.8,5.24,18.28,43.19,1.77,3296.66,0.12,4.6,0.08,0.68,0.01,0.1,30.17,1.35,1.17,1
70.0,2.65,0.1,39.57,230.92,790.67,3.5,33.02,32.12,1.4,3552.88,0.19,15.17,0.1,0.21,0.46,1.3,56.32,12.42,1.29,1
82.6,1.48,0.0,41.29,216.38,1330.51,6.32,2.77,30.83,0.95,5626.89,0.71,5.51,0.45,0.21,0.0,0.0,22.56,16.76,1.21,2
20.51,2.48,0.99,8.86,71.79,0.0,1.0,8.55,13.95,1.03,393.52,0.65,1.25,0.39,0.43,0.81,1.85,48.33,1.31,0.46,1
39.41,1.13,0.42,14.74,156.58,1100.58,5.89,1.4,22.19,0.91,4973.92,0.32,4.85,0.37,0.38,0.0,0.0,10.86,5.08,1.02,1
58.33,1.0,1.39,6.5,29.8,576.71,3.95,4.96,7.5,0.8,8274.44,0.84,8.08,0.0,0.29,0.0,0.0,90.25,16.54,1.85,2
46.43,1.27,1.85,32.91,96.8,1554.12,7.61,26.6,24.89,1.32,1865.34,0.52,19.45,0.32,0.49,0.49,6.78,32.57,10.48,1.63,1
34.69,4.0,0.0,5.71,29.69,710.3,9.91,13.1,18.52,0.9,715.06,0.24,0.96,0.85,0.32,0.0,0.0,27.36,5.66,0.88,1
13.63,3.03,1.17,1.55,7.15,566.52,1.2,1.49,26.61,0.73,1640.08,0.1,0.18,0.7,0.76,0.3,1.65,1.89,2.64,0.76,1
7,1,0,1,9,13,1,0,4,0.875,208,1,0,0,0.25,0,0,28.14285714,4,1.5714,1
34.99,2.93,0.19,8.52,54.07,1070.26,5.22,7.88,13.31,0.82,3958.71,0.61,31.21,0.24,0.36,0.87,3.12,50.66,8.76,1.33,1
10.16,4.11,0.77,30.82,130.81,80.84,3.29,7.05,16.31,1.95,1172.82,0.04,8.29,0.13,0.52,0.04,0.41,5.91,8.82,0.33,1
41,1,0,4,85,0,1,4,26,0.796875,2564,0,7,0,0.222222222,0,0,61.14634146,11,3.0244,2
29.09,4.8,0.0,35.08,22.83,66.81,2.34,0.72,4.72,1.27,182.1,0.07,4.1,0.47,0.28,0.52,0.24,8.14,1.62,0.3,1
16.42,1.0,0.1,2.73,114.4,330.47,0.23,18.76,15.55,1.33,474.67,0.15,18.13,0.0,0.59,0.0,0.0,12.6,6.35,1.0,1
3,1,0,0,5,1,0,0,2,0.5,14,0,0,0,0.5,0,0,3.333333333,1,0.3333,4
4.87,1.84,0.0,1.25,7.85,474.51,2.87,16.75,3.83,1.63,1210.5,0.78,2.35,0.04,0.35,0.12,0.0,7.13,6.17,0.57,1
22.93,3.46,0.01,22.41,173.55,219.73,4.26,5.33,2.66,0.87,115.08,0.36,7.94,0.23,0.55,0.16,0.27,19.25,7.83,0.54,2
86,1,0,46,255,1993,8,44,51,0.943103448,6176,0.965517241,38,0,0.101328904,0,0,69.46511628,17,1.5581,2
6,3,1,4,18,3,2,3,4,0.8,165,0.666666667,0,0.947368421,0.611111111,3,3,26,3,1.3333,1
17,1,0,0,17,136,0,0,17,2,17,0,0,0,0.455882353,0,0,0,1,1,2
14.13,3.26,0.24,8.1,69.54,550.76,2.45,16.55,6.44,1.48,2473.32,0.19,1.78,0.82,0.98,0.0,0.0,34.25,2.08,0.7,1
1,4,0,0,2,0,0,0,1,2,10,0,0,1,1,0,0,7,0,0,2
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,1,1,1
36.93,2.84,0.95,26.95,195.11,1109.22,18.5,2.32,7.78,1.21,4664.8,0.53,2.27,0.53,0.69,1.01,12.44,42.86,16.83,1.69,1
25,1,0,0,25,300,0,0,25,1.041666667,37,0,0,0,0.33,0,0,0,1,1,2
3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,2
21.7,1.12,0.04,8.77,61.58,833.87,6.55,14.73,35.39,1.84,13.43,0.44,6.46,0.17,0.89,0.06,0.88,9.65,2.08,1.32,1
1,1,0,0,1,0,0,0,1,2,17,0,0,0,1,0,0,0,1,1,2
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,2
30.14,2.38,0.16,19.22,162.35,64.65,6.66,25.26,22.34,0.92,3199.15,0.68,3.4,0.1,0.31,0.24,0.95,67.62,13.85,1.56,2
32.43,1.09,0.14,36.76,40.27,334.28,8.09,24.37,30.76,1.81,1230.17,0.08,14.71,0.13,0.41,0.16,0.78,18.77,9.27,1.37,1
39.39,1.24,0.12,13.74,207.33,501.23,1.53,22.0,39.42,1.61,1563.13,0.15,18.43,0.19,0.45,0.5,1.68,14.15,7.05,1.24,1
1.17,3.27,0.14,3.59,87.0,156.71,1.94,20.69,8.68,1.83,2916.0,0.12,0.48,0.48,0.72,0.0,0.04,25.26,1.59,0.36,1
25.2,2.2,0.8,12.89,83.83,1720.61,4.9,11.64,25.79,1.54,1758.59,0.81,15.67,0.44,0.44,0.02,0.06,22.9,18.14,1.21,1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
31.05,3.6,0.21,30.08,174.1,929.78,6.52,37.08,21.49,1.78,596.33,0.82,29.11,0.13,0.33,0.12,0.5,24.97,4.05,0.77,1
55.59,3.27,0.68,9.65,44.51,583.96,8.52,19.74,16.96,1.15,640.8,0.28,0.88,0.15,0.8,1.26,6.95,15.55,4.53,1.89,2
32.25,1.85,0.97,6.55,56.35,178.83,3.26,9.14,12.57,1.09,595.17,0.77,10.53,0.49,0.31,0.76,7.36,17.47,8.03,1.84,2
66,1,3,25,106,1829,21,9,36,0.967521368,1123,0.833333333,1,0,0.116550117,0,0,15.74242424,31,2.2727,2
13,2,0,7,52,58,1,6,8,0.76984127,1337,1,3,0.266666667,0.2,0,0,100.2307692,4,1.0769,1
5,3,0,0,6,8,0,0,5,0,34,1,0,0.944444444,0.6,0,0,5.6,1,0.2,1
2.31,1.0,0.0,40.58,110.01,532.42,0.79,28.38,46.55,1.69,5710.03,0.79,18.15,0.0,0.0,0.0,0.0,17.89,9.64,1.04,2
3.59,3.27,0.6,6.3,5.42,721.65,11.3,3.42,42.95,1.14,841.01,0.15,3.22,0.71,0.64,1.49,12.29,4.95,1.93,0.48,1
2.31,3.9,0.27,1.67,13.07,4.7,1.0,0.85,4.21,1.69,277.08,0.21,3.63,0.68,0.37,0.0,0.0,8.36,8.75,0.81,1
11.2,1.58,0.01,5.16,172.12,170.02,2.5,17.88,19.4,1.81,2078.01,0.49,26.2,0.04,0.64,0.05,0.72,15.3,9.8,0.21,1
2.92,1.06,0.39,13.13,134.88,1171.49,4.18,18.18,28.35,1.84,1121.14,0.09,14.95,0.16,0.73,0.01,0.07,15.64,11.79,1.7,1
66.73,1.01,0.0,32.17,133.9,1861.96,6.5,24.98,32.57,1.04,2150.41,0.38,22.01,0.05,0.3,0.0,0.0,16.57,16.05,1.12,1
46.43,1.27,1.85,32.91,96.8,1554.12,7.61,26.6,24.89,1.32,1865.34,0.52,19.45,0.32,0.49,0.49,6.78,32.57,10.48,1.63,1
25.2,2.2,0.8,12.89,83.83,1720.61,4.9,11.64,25.79,1.54,1758.59,0.81,15.67,0.44,0.44,0.02,0.06,22.9,18.14,1.21,1
14.13,3.26,0.24,8.1,69.54,550.76,2.45,16.55,6.44,1.48,2473.32,0.19,1.78,0.82,0.98,0.0,0.0,34.25,2.08,0.7,1
58.33,1.0,1.39,6.5,29.8,576.71,3.95,4.96,7.5,0.8,8274.44,0.84,8.08,0.0,0.29,0.0,0.0,90.25,16.54,1.85,2
11.2,1.58,0.01,5.16,172.12,170.02,2.5,17.88,19.4,1.81,2078.01,0.49,26.2,0.04,0.64,0.05,0.72,15.3,9.8,0.21,1
29.09,4.8,0.0,35.08,22.83,66.81,2.34,0.72,4.72,1.27,182.1,0.07,4.1,0.47,0.28,0.52,0.24,8.14,1.62,0.3,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
69.66,1.54,0.03,23.65,165.0,446.15,1.38,2.58,26.44,1.01,4011.71,0.62,4.33,0.16,0.48,0.0,0.0,8.57,14.31,0.83,1
66.13,1.08,0.0,41.98,110.22,1873.7,4.13,24.21,30.2,1.33,5695.47,0.41,19.44,0.09,0.11,0.0,0.02,62.2,6.92,1.02,1
36.93,2.84,0.95,26.95,195.11,1109.22,18.5,2.32,7.78,1.21,4664.8,0.53,2.27,0.53,0.69,1.01,12.44,42.86,16.83,1.69,1
39.39,1.24,0.12,13.74,207.33,501.23,1.53,22.0,39.42,1.61,1563.13,0.15,18.43,0.19,0.45,0.5,1.68,14.15,7.05,1.24,1
66.73,1.01,0.0,32.17,133.9,1861.96,6.5,24.98,32.57,1.04,2150.41,0.38,22.01,0.05,0.3,0.0,0.0,16.57,16.05,1.12,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
10.16,4.11,0.77,30.82,130.81,80.84,3.29,7.05,16.31,1.95,1172.82,0.04,8.29,0.13,0.52,0.04,0.41,5.91,8.82,0.33,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
2.31,1.0,0.0,40.58,110.01,532.42,0.79,28.38,46.55,1.69,5710.03,0.79,18.15,0.0,0.0,0.0,0.0,17.89,9.64,1.04,2
70.0,2.65,0.1,39.57,230.92,790.67,3.5,33.02,32.12,1.4,3552.88,0.19,15.17,0.1,0.21,0.46,1.3,56.32,12.42,1.29,1
40.06,2.05,0.27,39.95,83.37,1288.24,9.26,16.46,13.0,1.53,1761.57,0.83,10.31,0.55,0.33,0.01,1.19,30.11,2.92,1.31,1
11.79,4.91,0.01,5.82,124.3,619.14,1.42,1.25,3.98,1.92,1490.61,0.02,10.31,0.92,0.39,0.0,0.0,28.13,0.52,0.77,1
32.43,1.09,0.14,36.76,40.27,334.28,8.09,24.37,30.76,1.81,1230.17,0.08,14.71,0.13,0.41,0.16,0.78,18.77,9.27,1.37,1
66.13,1.08,0.0,41.98,110.22,1873.7,4.13,24.21,30.2,1.33,5695.47,0.41,19.44,0.09,0.11,0.0,0.02,62.2,6.92,1.02,1
34.99,2.93,0.19,8.52,54.07,1070.26,5.22,7.88,13.31,0.82,3958.71,0.61,31.21,0.24,0.36,0.87,3.12,50.66,8.76,1.33,1
32.25,1.85,0.97,6.55,56.35,178.83,3.26,9.14,12.57,1.09,595.17,0.77,10.53,0.49,0.31,0.76,7.36,17.47,8.03,1.84,2
2.31,3.9,0.27,1.67,13.07,4.7,1.0,0.85,4.21,1.69,277.08,0.21,3.63,0.68,0.37,0.0,0.0,8.36,8.75,0.81,1
70.0,2.65,0.1,39.57,230.92,790.67,3.5,33.02,32.12,1.4,3552.88,0.19,15.17,0.1,0.21,0.46,1.3,56.32,12.42,1.29,1
1.17,3.27,0.14,3.59,87.0,156.71,1.94,20.69,8.68,1.83,2916.0,0.12,0.48,0.48,0.72,0.0,0.04,25.26,1.59,0.36,1
14.13,3.26,0.24,8.1,69.54,550.76,2.45,16.55,6.44,1.48,2473.32,0.19,1.78,0.82,0.98,0.0,0.0,34.25,2.08,0.7,1
23.97,1.72,0.27,15.02,23.53,785.07,2.17,18.04,14.96,1.83,808.23,0.05,0.27,0.18,0.7,1.94,13.23,5.73,1.13,1.25,1
32.43,1.09,0.14,36.76,40.27,334.28,8.09,24.37,30.76,1.81,1230.17,0.08,14.71,0.13,0.41,0.16,0.78,18.77,9.27,1.37,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
5.34,1.33,0.15,10.99,76.67,1355.45,6.78,27.09,18.98,1.24,2985.71,0.29,8.77,0.25,0.32,0.1,0.22,32.66,3.47,0.77,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
5.34,1.33,0.15,10.99,76.67,1355.45,6.78,27.09,18.98,1.24,2985.71,0.29,8.77,0.25,0.32,0.1,0.22,32.66,3.47,0.77,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
82.6,1.48,0.0,41.29,216.38,1330.51,6.32,2.77,30.83,0.95,5626.89,0.71,5.51,0.45,0.21,0.0,0.0,22.56,16.76,1.21,2
35.18,3.01,0.11,16.1,147.03,1110.46,8.66,1.67,37.92,1.66,2159.45,0.42,28.33,0.39,0.91,0.13,0.31,24.66,7.16,1.38,1
22.93,3.46,0.01,22.41,173.55,219.73,4.26,5.33,2.66,0.87,115.08,0.36,7.94,0.23,0.55,0.16,0.27,19.25,7.83,0.54,2
11.2,1.58,0.01,5.16,172.12,170.02,2.5,17.88,19.4,1.81,2078.01,0.49,26.2,0.04,0.64,0.05,0.72,15.3,9.8,0.21,1
31.05,3.6,0.21,30.08,174.1,929.78,6.52,37.08,21.49,1.78,596.33,0.82,29.11,0.13,0.33,0.12,0.5,24.97,4.05,0.77,1
1.17,3.27,0.14,3.59,87.0,156.71,1.94,20.69,8.68,1.83,2916.0,0.12,0.48,0.48,0.72,0.0,0.04,25.26,1.59,0.36,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
28.04,2.87,1.94,2.69,51.63,1589.86,42.27,0.46,26.79,1.22,591.59,0.37,0.38,0.45,0.57,0.89,17.36,0.75,11.98,1.86,2
22.93,3.46,0.01,22.41,173.55,219.73,4.26,5.33,2.66,0.87,115.08,0.36,7.94,0.23,0.55,0.16,0.27,19.25,7.83,0.54,2
34.99,2.93,0.19,8.52,54.07,1070.26,5.22,7.88,13.31,0.82,3958.71,0.61,31.21,0.24,0.36,0.87,3.12,50.66,8.76,1.33,1
46.43,1.27,1.85,32.91,96.8,1554.12,7.61,26.6,24.89,1.32,1865.34,0.52,19.45,0.32,0.49,0.49,6.78,32.57,10.48,1.63,1
3.59,3.27,0.6,6.3,5.42,721.65,11.3,3.42,42.95,1.14,841.01,0.15,3.22,0.71,0.64,1.49,12.29,4.95,1.93,0.48,1
66.13,1.08,0.0,41.98,110.22,1873.7,4.13,24.21,30.2,1.33,5695.47,0.41,19.44,0.09,0.11,0.0,0.02,62.2,6.92,1.02,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
11.79,4.91,0.01,5.82,124.3,619.14,1.42,1.25,3.98,1.92,1490.61,0.02,10.31,0.92,0.39,0.0,0.0,28.13,0.52,0.77,1
69.66,1.54,0.03,23.65,165.0,446.15,1.38,2.58,26.44,1.01,4011.71,0.62,4.33,0.16,0.48,0.0,0.0,8.57,14.31,0.83,1
13.63,3.03,1.17,1.55,7.15,566.52,1.2,1.49,26.61,0.73,1640.08,0.1,0.18,0.7,0.76,0.3,1.65,1.89,2.64,0.76,1
34.99,2.93,0.19,8.52,54.07,1070.26,5.22,7.88,13.31,0.82,3958.71,0.61,31.21,0.24,0.36,0.87,3.12,50.66,8.76,1.33,1
29.09,4.8,0.0,35.08,22.83,66.81,2.34,0.72,4.72,1.27,182.1,0.07,4.1,0.47,0.28,0.52,0.24,8.14,1.62,0.3,1
1.17,3.27,0.14,3.59,87.0,156.71,1.94,20.69,8.68,1.83,2916.0,0.12,0.48,0.48,0.72,0.0,0.04,25.26,1.59,0.36,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
3.59,3.27,0.6,6.3,5.42,721.65,11.3,3.42,42.95,1.14,841.01,0.15,3.22,0.71,0.64,1.49,12.29,4.95,1.93,0.48,1
5.34,1.33,0.15,10.99,76.67,1355.45,6.78,27.09,18.98,1.24,2985.71,0.29,8.77,0.25,0.32,0.1,0.22,32.66,3.47,0.77,1
30.14,2.38,0.16,19.22,162.35,64.65,6.66,25.26,22.34,0.92,3199.15,0.68,3.4,0.1,0.31,0.24,0.95,67.62,13.85,1.56,2
70.0,2.65,0.1,39.57,230.92,790.67,3.5,33.02,32.12,1.4,3552.88,0.19,15.17,0.1,0.21,0.46,1.3,56.32,12.42,1.29,1
66.13,1.08,0.0,41.98,110.22,1873.7,4.13,24.21,30.2,1.33,5695.47,0.41,19.44,0.09,0.11,0.0,0.02,62.2,6.92,1.02,1
13.63,3.03,1.17,1.55,7.15,566.52,1.2,1.49,26.61,0.73,1640.08,0.1,0.18,0.7,0.76,0.3,1.65,1.89,2.64,0.76,1
66.73,1.01,0.0,32.17,133.9,1861.96,6.5,24.98,32.57,1.04,2150.41,0.38,22.01,0.05,0.3,0.0,0.0,16.57,16.05,1.12,1
8.39,1.62,0.03,29.12,77.04,753.8,5.24,18.28,43.19,1.77,3296.66,0.12,4.6,0.08,0.68,0.01,0.1,30.17,1.35,1.17,1
32.25,1.85,0.97,6.55,56.35,178.83,3.26,9.14,12.57,1.09,595.17,0.77,10.53,0.49,0.31,0.76,7.36,17.47,8.03,1.84,2
14.13,3.26,0.24,8.1,69.54,550.76,2.45,16.55,6.44,1.48,2473.32,0.19,1.78,0.82,0.98,0.0,0.0,34.25,2.08,0.7,1
34.69,4.0,0.0,5.71,29.69,710.3,9.91,13.1,18.52,0.9,715.06,0.24,0.96,0.85,0.32,0.0,0.0,27.36,5.66,0.88,1
46.43,1.27,1.85,32.91,96.8,1554.12,7.61,26.6,24.89,1.32,1865.34,0.52,19.45,0.32,0.49,0.49,6.78,32.57,10.48,1.63,1
35.18,3.01,0.11,16.1,147.03,1110.46,8.66,1.67,37.92,1.66,2159.45,0.42,28.33,0.39,0.91,0.13,0.31,24.66,7.16,1.38,1
46.43,1.27,1.85,32.91,96.8,1554.12,7.61,26.6,24.89,1.32,1865.34,0.52,19.45,0.32,0.49,0.49,6.78,32.57,10.48,1.63,1
2.92,1.06,0.39,13.13,134.88,1171.49,4.18,18.18,28.35,1.84,1121.14,0.09,14.95,0.16,0.73,0.01,0.07,15.64,11.79,1.7,1
32.25,1.85,0.97,6.55,56.35,178.83,3.26,9.14,12.57,1.09,595.17,0.77,10.53,0.49,0.31,0.76,7.36,17.47,8.03,1.84,2
27.18,1.7,2.07,31.55,89.7,1149.72,8.34,14.05,20.25,1.54,3466.61,0.63,18.97,0.24,0.33,0.93,2.22,30.43,9.35,1.39,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
5.34,1.33,0.15,10.99,76.67,1355.45,6.78,27.09,18.98,1.24,2985.71,0.29,8.77,0.25,0.32,0.1,0.22,32.66,3.47,0.77,1
22.93,3.46,0.01,22.41,173.55,219.73,4.26,5.33,2.66,0.87,115.08,0.36,7.94,0.23,0.55,0.16,0.27,19.25,7.83,0.54,2
39.41,1.13,0.42,14.74,156.58,1100.58,5.89,1.4,22.19,0.91,4973.92,0.32,4.85,0.37,0.38,0.0,0.0,10.86,5.08,1.02,1
31.05,3.6,0.21,30.08,174.1,929.78,6.52,37.08,21.49,1.78,596.33,0.82,29.11,0.13,0.33,0.12,0.5,24.97,4.05,0.77,1
2.92,1.06,0.39,13.13,134.88,1171.49,4.18,18.18,28.35,1.84,1121.14,0.09,14.95,0.16,0.73,0.01,0.07,15.64,11.79,1.7,1
12.95,3.74,1.73,1.63,63.34,1207.12,2.08,0.88,8.91,1.55,901.31,0.56,0.41,0.91,0.43,0.0,0.0,9.06,29.05,0.51,2
44.08,1.04,0.08,10.25,106.08,1865.14,3.95,33.92,24.55,1.17,2218.73,0.88,33.97,0.02,0.23,0.04,0.19,30.33,10.12,1.0,1
46.43,1.27,1.85,32.91,96.8,1554.12,7.61,26.6,24.89,1.32,1865.34,0.52,19.45,0.32,0.49,0.49,6.78,32.57,10.48,1.63,1
36.93,2.84,0.95,26.95,195.11,1109.22,18.5,2.32,7.78,1.21,4664.8,0.53,2.27,0.53,0.69,1.01,12.44,42.86,16.83,1.69,1
13.63,3.03,1.17,1.55,7.15,566.52,1.2,1.49,26.61,0.73,1640.08,0.1,0.18,0.7,0.76,0.3,1.65,1.89,2.64,0.76,1
66.13,1.08,0.0,41.98,110.22,1873.7,4.13,24.21,30.2,1.33,5695.47,0.41,19.44,0.09,0.11,0.0,0.02,62.2,6.92,1.02,1
46.95,2.28,0.0,20.8,74.41,1254.15,5.68,4.21,46.81,1.15,4490.14,0.95,4.24,0.96,0.76,0.0,0.0,31.96,1.77,0.59,1
32.43,1.09,0.14,36.76,40.27,334.28,8.09,24.37,30.76,1.81,1230.17,0.08,14.71,0.13,0.41,0.16,0.78,18.77,9.27,1.37,1
46.43,1.27,1.85,32.91,96.8,1554.12,7.61,26.6,24.89,1.32,1865.34,0.52,19.45,0.32,0.49,0.49,6.78,32.57,10.48,1.63,1
4.87,1.84,0.0,1.25,7.85,474.51,2.87,16.75,3.83,1.63,1210.5,0.78,2.35,0.04,0.35,0.12,0.0,7.13,6.17,0.57,1
27.18,1.7,2.07,31.55,89.7,1149.72,8.34,14.05,20.25,1.54,3466.61,0.63,18.97,0.24,0.33,0.93,2.22,30.43,9.35,1.39,1
10.16,4.11,0.77,30.82,130.81,80.84,3.29,7.05,16.31,1.95,1172.82,0.04,8.29,0.13,0.52,0.04,0.41,5.91,8.82,0.33,1
13.63,3.03,1.17,1.55,7.15,566.52,1.2,1.49,26.61,0.73,1640.08,0.1,0.18,0.7,0.76,0.3,1.65,1.89,2.64,0.76,1
4.87,1.84,0.0,1.25,7.85,474.51,2.87,16.75,3.83,1.63,1210.5,0.78,2.35,0.04,0.35,0.12,0.0,7.13,6.17,0.57,1
1.17,3.27,0.14,3.59,87.0,156.71,1.94,20.69,8.68,1.83,2916.0,0.12,0.48,0.48,0.72,0.0,0.04,25.26,1.59,0.36,1
8.39,1.62,0.03,29.12,77.04,753.8,5.24,18.28,43.19,1.77,3296.66,0.12,4.6,0.08,0.68,0.01,0.1,30.17,1.35,1.17,1
20.51,2.48,0.99,8.86,71.79,0.0,1.0,8.55,13.95,1.03,393.52,0.65,1.25,0.39,0.43,0.81,1.85,48.33,1.31,0.46,1
17.75,4.68,1.0,3.88,33.28,28.92,2.32,2.24,6.5,1.79,246.55,0.35,0.03,0.74,0.88,0.0,0.0,10.53,4.93,0.74,1
22.48,3.27,0.87,8.9,64.37,185.62,4.9,7.83,13.79,1.65,1613.94,0.6,4.93,0.52,0.52,0.71,1.95,13.73,2.68,2.22,1
8.39,1.62,0.03,29.12,77.04,753.8,5.24,18.28,43.19,1.77,3296.66,0.12,4.6,0.08,0.68,0.01,0.1,30.17,1.35,1.17,1
1.17,3.27,0.14,3.59,87.0,156.71,1.94,20.69,8.68,1.83,2916.0,0.12,0.48,0.48,0.72,0.0,0.04,25.26,1.59,0.36,1
55.59,3.27,0.68,9.65,44.51,583.96,8.52,19.74,16.96,1.15,640.8,0.28,0.88,0.15,0.8,1.26,6.95,15.55,4.53,1.89,2
