$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
6.83,1.64,3.75,16.54,78.85,145.01,23.72,12.65,5.75,0.67,303.43,0.94,3.49,0.28,0.39,0.15,0.43,29.58,12.33,3.05,1
8.49,1.64,0.0,15.64,35.98,11.05,6.14,5.4,6.74,0.53,345.51,0.92,2.03,0.19,0.21,0.91,0.86,25.85,6.82,1.29,1
11.27,1.98,1.86,59.85,85.27,670.98,17.8,8.32,23.96,0.8,1039.11,0.62,1.31,0.19,0.24,0.96,0.11,29.85,14.04,2.71,1
10,1,4,17,81,5,4,13,4,0.783625731,743,1,7,0,0.259259259,0,0,71.4,14,4.2,1
19,4,0,8,69,91,2,8,13,0.777777778,632,1,2,0.8125,0.368421053,1,1,31.89473684,5,1.2632,1
23.83,1.1,0.12,56.54,64.21,804.48,73.36,7.03,38.65,0.69,424.98,0.9,2.3,0.1,0.34,0.4,0.3,22.56,7.4,1.72,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
14,1,0,24,63,63,20,20,9,0.841346154,822,0.4375,0,0,0.333333333,0,0,56.57142857,24,2.7857,2
23.26,2.14,0.37,20.39,49.43,438.09,68.01,5.19,13.33,0.69,826.73,0.96,2.24,0.52,0.37,0.47,1.0,27.26,7.4,3.07,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
17.58,1.0,2.39,20.09,95.46,359.07,55.04,7.01,24.74,0.92,1880.65,0.59,1.85,0.0,0.21,0.0,0.0,23.61,11.34,3.48,1
17.58,1.0,2.39,20.09,95.46,359.07,55.04,7.01,24.74,0.92,1880.65,0.59,1.85,0.0,0.21,0.0,0.0,23.61,11.34,3.48,1
23.26,2.14,0.37,20.39,49.43,438.09,68.01,5.19,13.33,0.69,826.73,0.96,2.24,0.52,0.37,0.47,1.0,27.26,7.4,3.07,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
4.08,2.71,0.17,25.22,40.83,368.14,52.48,5.84,8.24,0.78,252.34,0.99,0.94,0.77,0.54,0.98,0.98,26.44,3.91,1.49,1
23.83,1.1,0.12,56.54,64.21,804.48,73.36,7.03,38.65,0.69,424.98,0.9,2.3,0.1,0.34,0.4,0.3,22.56,7.4,1.72,1
23.26,2.14,0.37,20.39,49.43,438.09,68.01,5.19,13.33,0.69,826.73,0.96,2.24,0.52,0.37,0.47,1.0,27.26,7.4,3.07,1
21.82,1.12,0.01,25.54,69.95,722.78,25.16,12.04,9.14,0.8,594.42,0.76,0.93,0.26,0.25,0.09,0.15,36.37,21.58,2.47,2
11.27,1.98,1.86,59.85,85.27,670.98,17.8,8.32,23.96,0.8,1039.11,0.62,1.31,0.19,0.24,0.96,0.11,29.85,14.04,2.71,1
23.62,1.72,1.24,28.06,73.76,189.35,22.12,5.14,27.98,0.91,698.36,0.89,1.56,0.02,0.29,2.23,0.89,23.86,10.09,3.48,1
23.26,2.14,0.37,20.39,49.43,438.09,68.01,5.19,13.33,0.69,826.73,0.96,2.24,0.52,0.37,0.47,1.0,27.26,7.4,3.07,1
23.26,2.14,0.37,20.39,49.43,438.09,68.01,5.19,13.33,0.69,826.73,0.96,2.24,0.52,0.37,0.47,1.0,27.26,7.4,3.07,1
11.27,1.98,1.86,59.85,85.27,670.98,17.8,8.32,23.96,0.8,1039.11,0.62,1.31,0.19,0.24,0.96,0.11,29.85,14.04,2.71,1
23.62,1.72,1.24,28.06,73.76,189.35,22.12,5.14,27.98,0.91,698.36,0.89,1.56,0.02,0.29,2.23,0.89,23.86,10.09,3.48,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
14.89,1.97,0.0,12.51,63.46,63.71,10.35,4.17,9.0,0.85,808.52,0.47,0.97,0.63,0.34,0.06,0.45,45.64,14.2,2.38,2
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
23.26,2.14,0.37,20.39,49.43,438.09,68.01,5.19,13.33,0.69,826.73,0.96,2.24,0.52,0.37,0.47,1.0,27.26,7.4,3.07,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
14.07,2.11,2.78,19.99,67.13,1.99,9.61,10.34,12.97,0.64,392.93,1.0,4.11,0.26,0.24,0.15,0.91,70.14,13.68,2.65,1
6.83,1.64,3.75,16.54,78.85,145.01,23.72,12.65,5.75,0.67,303.43,0.94,3.49,0.28,0.39,0.15,0.43,29.58,12.33,3.05,1
6.83,1.64,3.75,16.54,78.85,145.01,23.72,12.65,5.75,0.67,303.43,0.94,3.49,0.28,0.39,0.15,0.43,29.58,12.33,3.05,1
4.08,2.71,0.17,25.22,40.83,368.14,52.48,5.84,8.24,0.78,252.34,0.99,0.94,0.77,0.54,0.98,0.98,26.44,3.91,1.49,1
17.22,2.92,0.69,12.36,56.82,21.68,8.43,7.2,13.16,0.67,685.6,0.64,0.84,0.62,0.3,1.16,2.9,26.71,2.13,2.72,2
8.49,1.64,0.0,15.64,35.98,11.05,6.14,5.4,6.74,0.53,345.51,0.92,2.03,0.19,0.21,0.91,0.86,25.85,6.82,1.29,1
15.33,1.8,0.78,17.12,54.73,391.38,54.4,8.38,18.25,0.85,371.27,0.63,0.85,0.16,0.26,0.37,0.96,23.89,12.35,2.02,1
15.33,1.8,0.78,17.12,54.73,391.38,54.4,8.38,18.25,0.85,371.27,0.63,0.85,0.16,0.26,0.37,0.96,23.89,12.35,2.02,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
8.91,1.26,0.66,29.58,70.85,560.26,59.1,7.03,35.26,0.77,536.44,0.75,1.33,0.34,0.29,0.6,0.31,24.73,6.18,2.47,1
9.28,2.02,0.15,7.33,51.44,154.83,26.86,6.7,4.49,0.81,517.69,0.89,0.34,0.18,0.34,0.61,0.83,67.08,3.96,1.5,1
11.27,1.98,1.86,59.85,85.27,670.98,17.8,8.32,23.96,0.8,1039.11,0.62,1.31,0.19,0.24,0.96,0.11,29.85,14.04,2.71,1
17.22,2.92,0.69,12.36,56.82,21.68,8.43,7.2,13.16,0.67,685.6,0.64,0.84,0.62,0.3,1.16,2.9,26.71,2.13,2.72,2
6.83,1.64,3.75,16.54,78.85,145.01,23.72,12.65,5.75,0.67,303.43,0.94,3.49,0.28,0.39,0.15,0.43,29.58,12.33,3.05,1
21.82,1.12,0.01,25.54,69.95,722.78,25.16,12.04,9.14,0.8,594.42,0.76,0.93,0.26,0.25,0.09,0.15,36.37,21.58,2.47,2
6.83,1.64,3.75,16.54,78.85,145.01,23.72,12.65,5.75,0.67,303.43,0.94,3.49,0.28,0.39,0.15,0.43,29.58,12.33,3.05,1
23.62,1.72,1.24,28.06,73.76,189.35,22.12,5.14,27.98,0.91,698.36,0.89,1.56,0.02,0.29,2.23,0.89,23.86,10.09,3.48,1
23.26,2.14,0.37,20.39,49.43,438.09,68.01,5.19,13.33,0.69,826.73,0.96,2.24,0.52,0.37,0.47,1.0,27.26,7.4,3.07,1
14,3,0,5,35,63,0,5,13,0.909090909,307,1,0,0.74,0.595238095,2,3,20.14285714,7,1.3571,0
19,1,34,78,23,119,75,5,16,0.873015873,125,1,4,0,0.218045113,0,0,5.210526316,2,1,0
8,3,0,6,46,10,0,6,7,0.771428571,394,1,0,0.840909091,0.375,1,1,47.625,2,1,0
17,3,1,12,64,52,1,11,13,0.793269231,642,1,1,0.698113208,0.242647059,1,1,36,11,2,0
3,2,0,8,18,3,1,7,2,1,132,0,0,0.92,0.5,0,0,42,1,0.6667,0
12,1,0,3,21,44,1,2,5,0.805194805,147,1,1,0,0.261904762,0,0,10.66666667,4,1.25,0
3,3,0,2,6,1,0,2,3,0.5,29,1,0,0.948717949,0.666666667,0,0,8.333333333,1,0.6667,0
14,4,0,99,28,0,98,1,14,0.384615385,153,1,1,0.65,0.333333333,1,2,9.785714286,2,0.6429,0
2,2,0,9,19,1,1,8,2,2,120,0,0,0.958333333,1,1,1,59,1,0.5,0
4,3,0,4,32,2,0,4,4,0.666666667,215,1,0,0.925,0.75,1,1,52.25,1,0.75,0
4,1,0,2,5,6,1,1,4,2,16,0,0,0,0.875,0,0,3,1,0.75,0
5,1,0,1,35,4,1,0,4,0.583333333,354,1,0,0,0.5,0,0,69.2,8,3.2,0
4,1,0,2,7,6,1,1,4,2,20,0,0,0,0.875,0,0,4,1,0.75,0
4,4,0,6,32,6,0,6,1,2,325,0,0,0.963855422,0.75,3,5,80.25,11,5.25,0
9,3,0,9,29,0,0,9,9,0.583333333,168,1,1,0.822222222,0.444444444,0,0,17.33333333,2,1.4444,0
13,3,0,7,35,52,0,7,10,0.869047619,273,1,2,0.755102041,0.353846154,1,1,19.46153846,6,1.6923,0
15,3,0,3,37,41,1,2,14,0.696428571,437,0.75,1,0.454545455,0.311111111,1,2,27.33333333,1,0.8,0
6,1,0,7,26,0,1,6,6,0.65,185,1,3,0,0.305555556,0,0,29.16666667,1,0.8333,0
14,5,0,10,43,15,0,10,12,0.615384615,168,1,1,0.891666667,0.392857143,3,5,10.85714286,5,1.3571,0
5,1,0,51,10,8,51,0,3,0.3125,69,0.75,1,0,0.583333333,0,0,12,3,0.6,0
3,1,0,8,16,3,1,7,1,2,125,0,0,0,0.444444444,0,0,40.66666667,1,0.6667,0
21,1,0,2,35,38,2,0,17,0.631818182,617,0.818181818,0,0,0.293650794,0,0,27.85714286,3,0.8571,0
5,1,0,4,20,0,0,4,4,0.333333333,144,1,1,0,0.9,0,0,27.2,5,2.2,0
4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.875,0,0,0,1,1,0
19,1,0,23,46,65,22,3,17,0.416666667,448,1,0,0,0.289473684,0,0,22.47368421,16,2.4211,0
6,3,0,4,24,5,0,4,5,0.733333333,153,1,0,0.880952381,0.5,0,0,24,1,0.8333,0
3,1,0,2,15,0,2,0,3,0.166666667,100,1,0,0,0.666666667,0,0,31.33333333,2,1,0
8,3,0,3,40,10,0,3,8,0.714285714,271,1,0,0.840909091,0.40625,1,1,32.375,4,1.25,0
27,1,0,3,63,297,1,2,10,0.778846154,527,0,2,0,0.37962963,0,0,18.22222222,11,1.4444,0
6,2,0,3,11,13,2,1,6,0.8,68,1,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0
5,1,0,16,12,4,14,2,5,0.25,55,1,0,0,0.533333333,0,0,9.8,1,0.6,0
4,1,0,3,4,6,2,1,4,2,4,0,0,0,0.5,0,0,0,1,1,0
2,1,0,5,29,0,0,5,0,0,176,1,2,0,0.6,0,0,85.5,10,5,0
5,3,0,4,18,0,0,4,5,0.666666667,107,1,0,0.902439024,0.8,1,1,19.8,1,0.8,0
23,3,0,10,96,175,1,10,19,0.886363636,1034,1,2,0.627118644,0.191304348,3,3,43.08695652,7,1.3043,0
4,3,0,6,15,0,4,2,4,0.333333333,82,0,0,0.925,0.625,1,1,19.25,1,0.75,0
6,3,0,4,25,11,0,4,4,0.8,157,1,0,0.880952381,0.4,2,2,24.83333333,1,0.8333,0
3,1,0,15,3,3,15,0,3,2,3,0,0,0,1,0,0,0,1,1,0
42,4,1,19,74,741,7,13,40,0.948350072,550,1,4,0.655462185,0.210884354,3,3,11.69047619,2,1.2143,0
11,1,1,8,17,41,6,2,8,0.7,93,1,0,0,0.666666667,0,0,7.090909091,1,0.7273,0
5,1,0,7,17,0,0,7,5,0.5,75,1,0,0,0.8,0,0,13.4,3,1.2,0
5,1,0,1,18,0,1,0,3,0.5,96,1,0,0,0.533333333,0,0,17.8,2,1,0
5,1,0,10,5,10,10,0,5,2,5,0,0,0,0.533333333,0,0,0,1,1,0
8,3,0,8,25,14,1,7,8,0.714285714,157,1,1,0.840909091,0.375,0,0,18.25,2,1.125,0
2,1,0,0,6,1,0,0,2,2,45,0,0,0,0.666666667,0,0,21.5,8,4,0
5,4,0,1,9,10,1,0,3,0.75,81,0,0,0.924528302,0.44,2,2,15,5,2,0
6,5,1,6,33,7,1,5,3,0.7,164,1,0,0.961538462,0.5,3,6,26,2,1,0
4,3,0,3,17,4,0,3,3,0.666666667,152,1,0,0.925,0.75,1,1,36.75,1,0.75,0
8,3,0,6,55,24,0,6,3,0.80952381,643,0.5,0,0.840909091,0.303571429,0,0,78.625,3,1.25,0
7,1,0,6,7,21,5,1,7,2,7,0,0,0,1,0,0,0,1,1,0
8,3,0,7,32,8,3,4,5,0.738095238,300,0.833333333,0,0.860465116,0.357142857,1,1,35.75,1,0.75,0
12,3,11,18,37,0,12,6,11,0.454545455,164,1,1,0.770833333,0.416666667,0,0,12.5,6,1.5833,0
18,4,0,8,49,19,0,8,16,0.773109244,579,1,0,0.821052632,0.296296296,2,3,30.77777778,14,2.1111,0
4,2,0,3,16,0,0,3,4,0.333333333,59,1,0,0.842105263,0.875,1,1,13.5,5,1.75,0
2,2,0,9,23,1,1,8,2,2,204,0,0,0.958333333,1,1,1,101,1,0.5,0
5,1,0,4,13,0,0,4,5,0.5,65,1,0,0,0.8,0,0,11.6,3,1.2,0
2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.666666667,0,0,16.5,2,1,0
6,3,0,4,21,1,0,4,6,0.7,136,1,0,0.880952381,0.416666667,2,2,21,1,0.8333,0
11,3,0,11,37,11,3,8,10,0.683333333,285,1,3,0.75,0.287878788,1,1,24.36363636,3,1.9091,0
7,2,1,8,15,1,7,1,4,0.583333333,92,1,1,0.454545455,0.464285714,1,1,11.57142857,1,0.8571,0
23,1,1,22,51,181,20,2,14,0.731404959,1407,1,0,0,0.290909091,0,0,59.69565217,35,5.8696,0
65,3,0,21,155,1670,6,21,59,0.9171875,1504,1,5,0.37,0.244140625,3,3,21.83076923,10,1.5231,0
